#
# Options:
#   /data/jwen929/mobile/.venv/lib64/python3.12/site-packages/eiq_nsys/nsys_rel/nsys /data/jwen929/mobile/.venv/lib64/python3.12/site-packages/eiq_neutron_sdk/target/imxrt700/cmodel/NeutronFirmware.elf -nc /data/jwen929/mobile/pytorch_ref/executorch/examples/nxp/executor_runner/neutron-imxrt700.ini --mem-shared-path ddr_850193_temp -mic=0 -dc -fep -sce --sce 
#

TEST id=0
INIT

CORE n=zenv

RD n=MSG_BL_EVT i=4 d=0x00000000
RD n=MSG_BL_EVT i=5 d=0x00000000
RD n=MSG_BL_EVT i=6 d=0x00000000
RD n=MSG_BL_EVT i=7 d=0x00000000
RD n=MSG_BL_SND i=0 d=0x00000000
RD n=MSG_BL_SND i=1 d=0x00000000
RD n=MSG_BL_SND i=2 d=0x00000000
RD n=MSG_BL_SND i=3 d=0x00000000
RD n=MSG_BL_SND i=4 d=0x00000000
RD n=MSG_BL_SND i=5 d=0x00000000
RD n=MSG_BL_SND i=6 d=0x00000000
RD n=MSG_BL_SND i=7 d=0x00000000
RD n=MSG_RCV_DATA i=0 d=0x00000000
RD n=MSG_RCV_DATA i=1 d=0x00000000
RD n=MSG_RCV_DATA i=2 d=0x00000000
RD n=MSG_RCV_DATA i=3 d=0x00000000
RD n=MSG_RCV_DATA i=4 d=0x00000000
RD n=MSG_RCV_DATA i=5 d=0x00000000
RD n=MSG_RCV_DATA i=6 d=0x00000000
RD n=MSG_RCV_DATA i=7 d=0x00000000
RD n=MSG_RCV_DATA i=8 d=0x00000000
RD n=MSG_RCV_DATA i=9 d=0x00000000
RD n=MSG_RCV_DAVAIL i=0 d=0x00000000
RD n=MSG_RCV_DAVAIL i=1 d=0x00000000
RD n=MSG_RCV_DAVAIL i=2 d=0x00000000
RD n=MSG_RCV_DAVAIL i=3 d=0x00000000
RD n=MSG_RCV_DAVAIL i=4 d=0x00000000
RD n=MSG_RCV_DAVAIL i=5 d=0x00000000
RD n=MSG_RCV_DAVAIL i=6 d=0x00000000
RD n=MSG_RCV_DAVAIL i=7 d=0x00000000
RD n=MSG_RCV_DAVAIL i=8 d=0x00000000
RD n=MSG_RCV_DAVAIL i=9 d=0x00000000
RD n=MSG_RCV_DREAD i=0 d=0x00000000
RD n=MSG_RCV_DREAD i=1 d=0x00000000
RD n=MSG_RCV_DREAD i=2 d=0x00000000
RD n=MSG_RCV_DREAD i=3 d=0x00000000
RD n=MSG_RCV_DREAD i=4 d=0x00000000
RD n=MSG_RCV_DREAD i=5 d=0x00000000
RD n=MSG_RCV_DREAD i=6 d=0x00000000
RD n=MSG_RCV_DREAD i=7 d=0x00000000
RD n=MSG_RCV_DREAD i=8 d=0x00000000
RD n=MSG_RCV_DREAD i=9 d=0x00000000
RD n=MSG_RCV_INFO i=0 d=0x00000000
RD n=MSG_RCV_INFO i=1 d=0x00000000
RD n=MSG_RCV_INFO i=2 d=0x00000000
RD n=MSG_RCV_INFO i=3 d=0x00000000
RD n=MSG_RCV_INFO i=4 d=0x00000000
RD n=MSG_RCV_INFO i=5 d=0x00000000
RD n=MSG_RCV_INFO i=6 d=0x00000000
RD n=MSG_RCV_INFO i=7 d=0x00000000
RD n=MSG_RCV_INFO i=8 d=0x00000000
RD n=MSG_RCV_INFO i=9 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=0 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=1 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=2 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=3 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=4 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=5 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=6 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=7 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=8 d=0x00000000
RD n=RCV_INSTR_BLOCKED i=9 d=0x00000000
RD n=pmpaddr i=0 d=0x00000000
RD n=pmpaddr i=1 d=0x00000000
RD n=pmpaddr i=2 d=0x00000000
RD n=pmpaddr i=3 d=0x00000000
RD n=pmpaddr i=4 d=0x00000000
RD n=pmpaddr i=5 d=0x00000000
RD n=pmpaddr i=6 d=0x00000000
RD n=pmpaddr i=7 d=0x00000000
RD n=pmpaddr i=8 d=0x00000000
RD n=pmpaddr i=9 d=0x00000000
RD n=pmpaddr i=10 d=0x00000000
RD n=pmpaddr i=11 d=0x00000000
RD n=pmpaddr i=12 d=0x00000000
RD n=pmpaddr i=13 d=0x00000000
RD n=pmpaddr i=14 d=0x00000000
RD n=pmpaddr i=15 d=0x00000000
RD n=pmpcfg i=0 d=0x00000000
RD n=pmpcfg i=1 d=0x00000000
RD n=pmpcfg i=2 d=0x00000000
RD n=pmpcfg i=3 d=0x00000000
RD n=pmpcfg_8bit i=0 d=0x00
RD n=pmpcfg_8bit i=1 d=0x00
RD n=pmpcfg_8bit i=2 d=0x00
RD n=pmpcfg_8bit i=3 d=0x00
RD n=pmpcfg_8bit i=4 d=0x00
RD n=pmpcfg_8bit i=5 d=0x00
RD n=pmpcfg_8bit i=6 d=0x00
RD n=pmpcfg_8bit i=7 d=0x00
RD n=pmpcfg_8bit i=8 d=0x00
RD n=pmpcfg_8bit i=9 d=0x00
RD n=pmpcfg_8bit i=10 d=0x00
RD n=pmpcfg_8bit i=11 d=0x00
RD n=pmpcfg_8bit i=12 d=0x00
RD n=pmpcfg_8bit i=13 d=0x00
RD n=pmpcfg_8bit i=14 d=0x00
RD n=pmpcfg_8bit i=15 d=0x00
RD n=progbuf i=0 d=0x00000000
RD n=progbuf i=1 d=0x00000000
RD n=progbuf i=2 d=0x00000000
MD n=Mem ra=0x0000000080000000 d=0x080000ef	#	(134217967)
MD n=Mem ra=0x0000000080000080 d=0x004000ef	#	(4194543)
MD n=Mem ra=0x0000000080000084 d=0x00201117	#	(2101527)
MD n=Mem ra=0x0000000080000088 d=0xcf410113	#	(3477143827)
MD n=Mem ra=0x000000008000008c d=0x0000e197	#	(57751)
MD n=Mem ra=0x0000000080000090 d=0xd7c18193	#	(3619783059)
MD n=Mem ra=0x0000000080000094 d=0x00200517	#	(2098455)
MD n=Mem ra=0x0000000080000098 d=0x3b050513	#	(990184723)
MD n=Mem ra=0x000000008000009c d=0x00200597	#	(2098583)
MD n=Mem ra=0x00000000800000a0 d=0x4d858593	#	(1300596115)
MD n=Mem ra=0x00000000800000a4 d=0x0005a023	#	(368675)
MD n=Mem ra=0x00000000800000a8 d=0xffc58593	#	(4291134867)
MD n=Mem ra=0x00000000800000ac d=0xfea5fce3	#	(4272291043)
MD n=Mem ra=0x00000000800000b0 d=0x0000d097	#	(53399)
MD n=Mem ra=0x00000000800000b4 d=0x9a0080e7	#	(2583724263)
