status	job	detail
SKIP	w4:231	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w4:240	
SKIP	w4:495	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w4:439	
OK	w4:527	
OK	w4:530	
OK	w4:637	
OK	w4:693	
OK	w4:663	
OK	w4:696	
SKIP	w4:641	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w4:749	
OK	w4:767	
OK	w40:129	
OK	w40:164	
OK	w40:233	
OK	w40:25	
MISMATCH	w40:26	out[0] max|delta|=8.000e+00 (rtol=0.0 atol=0.0)
OK	w40:314	
MISMATCH	w40:344	out[0] non-finite mismatch (nan/inf positions differ)
OK	w40:36	
OK	w40:402	
OK	w40:441	
SKIP	w40:397	executor ExecutorchRuntimeException: [ExecuTorch Error 0x14] Operator missing: Execution failed for method: forward
OK	w40:509	
OK	w40:582	
OK	w40:45	
OK	w40:580	
OK	w40:59	
OK	w40:718	
OK	w40:759	
OK	w41:142	
OK	w40:722	
OK	w41:23	
OK	w41:150	
OK	w41:198	
OK	w41:240	
OK	w41:500	
OK	w41:382	
OK	w41:509	
OK	w41:591	
OK	w41:600	
OK	w41:641	
OK	w41:691	
OK	w41:658	
OK	w41:766	
OK	w42:108	
OK	w42:123	
OK	w36:157	
CRASH	w40:161	executor process died (native abort)
OK	w4:628	
OK	w42:251	
OK	w42:253	
OK	w42:402	
OK	w42:38	
OK	w42:145	
OK	w42:431	
OK	w42:451	
OK	w42:657	
OK	w42:522	
OK	w42:562	
OK	w42:534	
OK	w42:678	
OK	w43:176	
OK	w43:153	
OK	w43:285	
OK	w43:261	
OK	w43:294	
OK	w43:188	
OK	w43:317	
OK	w43:370	
OK	w43:371	
OK	w43:540	
OK	w43:468	
OK	w43:647	
OK	w43:555	
OK	w43:656	
OK	w43:736	
OK	w43:744	
OK	w43:773	
OK	w43:777	
OK	w44:136	
OK	w44:182	
CRASH	w43:607	executor process died (native abort)
OK	w44:236	
OK	w44:297	
OK	w44:354	
OK	w43:429	
OK	w44:404	
CRASH	w44:428	executor process died (native abort)
SKIP	w44:405	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w44:51	
OK	w44:520	
MISMATCH	w44:585	out[0] non-finite mismatch (nan/inf positions differ)
OK	w44:596	
OK	w44:60	
OK	w43:442	
OK	w44:646	
OK	w44:84	
CRASH	w44:656	executor process died (native abort)
OK	w45:107	
OK	w44:191	
OK	w45:219	
OK	w45:267	
OK	w45:305	
OK	w45:393	
OK	w45:390	
OK	w45:405	
OK	w45:492	
OK	w45:50	
OK	w45:659	
OK	w45:644	
OK	w45:758	
OK	w45:779	
OK	w46:16	
OK	w46:101	
OK	w46:2	
OK	w46:209	
OK	w46:265	
OK	w46:233	
OK	w42:618	
OK	w46:307	
OK	w46:329	
OK	w46:449	
OK	w46:48	
MISMATCH	w46:621	out[0] shape (1, 1) vs (0, 0, 0, 0, 0)
OK	w46:623	
OK	w46:625	
OK	w46:724	
OK	w46:745	
OK	w46:773	
OK	w47:105	
OK	w47:115	
OK	w47:141	
OK	w47:295	
OK	w47:362	
OK	w47:42	
OK	w47:429	
OK	w47:451	
OK	w47:503	
CRASH	w46:668	executor process died (native abort)
OK	w47:546	
SKIP	w47:594	executor ExecutorchRuntimeException: [ExecuTorch Error 0x1] Internal error: Execution failed for method: forward
OK	w47:596	
OK	w47:644	
OK	w47:666	
OK	w47:73	
OK	w46:755	
OK	w47:9	
OK	w48:115	
OK	w48:178	
OK	w48:261	
OK	w48:279	
OK	w48:281	
OK	w48:288	
OK	w48:306	
OK	w48:406	
OK	w44:49	
OK	w48:436	
OK	w48:538	
OK	w48:615	
OK	w48:754	
OK	w48:78	
OK	w48:781	
OK	w48:81	
OK	w48:99	
OK	w49:151	
OK	w49:161	
OK	w49:207	
OK	w49:237	
OK	w44:623	
OK	w47:524	
OK	w49:261	
OK	w49:421	
OK	w49:468	
OK	w45:439	
OK	w49:477	
OK	w49:480	
OK	w49:578	
CRASH	w49:225	executor process died (native abort)
OK	w49:647	
OK	w49:60	
OK	w49:715	
OK	w49:631	
OK	w5:22	
OK	w49:99	
OK	w5:108	
SKIP	w5:106	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w5:402	
OK	w5:397	
OK	w5:349	
OK	w5:414	
OK	w5:473	
OK	w5:445	
OK	w5:48	
OK	w5:545	
OK	w5:559	
OK	w5:658	
SKIP	w5:562	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w5:645	
OK	w5:732	
OK	w5:734	
MISMATCH	w5:72	out[0] max|delta|=8.000e+00 (rtol=0.0 atol=0.0)
OK	w5:769	
OK	w50:109	
OK	w50:121	
OK	w50:125	
OK	w50:187	
OK	w50:20	
SKIP	w50:200	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w50:300	
CRASH	w49:681	executor process died (native abort)
OK	w50:323	
OK	w50:33	
OK	w47:776	
OK	w50:368	
OK	w50:455	
OK	w50:441	
OK	w50:515	
OK	w50:517	
OK	w50:582	
OK	w50:708	
OK	w50:586	
OK	w50:720	
OK	w50:72	
OK	w50:771	
OK	w51:171	
OK	w51:2	
OK	w51:185	
OK	w51:279	
OK	w51:302	
CRASH	w50:220	executor process died (native abort)
OK	w51:438	
OK	w51:412	
OK	w51:307	
OK	w51:521	
OK	w51:570	
OK	w51:660	
OK	w51:668	
OK	w51:713	
OK	w51:97	
OK	w52:114	
OK	w52:166	
OK	w52:178	
OK	w52:255	
OK	w52:26	
OK	w52:316	
OK	w50:256	
OK	w5:355	
OK	w50:564	
OK	w51:764	
OK	w52:678	
OK	w52:494	
OK	w52:533	
OK	w52:558	
OK	w52:563	
OK	w52:429	
OK	w52:735	
OK	w53:218	
OK	w52:780	
OK	w52:709	
SKIP	w52:83	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w53:253	
OK	w53:269	
MISMATCH	w53:388	out[0] non-finite mismatch (nan/inf positions differ)
OK	w53:364	
OK	w53:443	
OK	w53:462	
OK	w53:425	
OK	w53:499	
OK	w53:509	
OK	w53:583	
MISMATCH	w53:655	out[0] non-finite mismatch (nan/inf positions differ)
OK	w53:665	
OK	w53:754	
OK	w53:547	
OK	w54:252	
OK	w54:189	
OK	w54:27	
OK	w54:133	
OK	w54:301	
OK	w54:303	
OK	w54:375	
OK	w54:380	
OK	w54:378	
OK	w54:568	
OK	w54:572	
OK	w54:693	
MISMATCH	w54:704	out[0] non-finite mismatch (nan/inf positions differ)
OK	w54:725	
OK	w54:715	
MISMATCH	w54:94	out[0] non-finite mismatch (nan/inf positions differ)
OK	w54:764	
OK	w55:165	
OK	w55:147	
OK	w55:16	
OK	w55:320	
OK	w55:35	
OK	w55:227	
OK	w55:307	
MISMATCH	w55:174	out[0] shape (1, 1, 1, 1) vs (0, 0, 0, 0, 0)
OK	w55:515	
OK	w55:549	
OK	w55:546	
OK	w55:498	
SKIP	w55:586	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w55:640	
OK	w55:648	
OK	w55:735	
OK	w55:595	
OK	w55:75	
OK	w56:192	
OK	w56:286	
OK	w56:231	
OK	w56:424	
OK	w56:402	
OK	w56:422	
OK	w56:470	
OK	w56:462	
OK	w56:521	
OK	w56:663	
OK	w56:684	
OK	w56:690	
MISMATCH	w56:710	out[0] non-finite mismatch (nan/inf positions differ)
OK	w56:726	
OK	w56:74	
OK	w57:102	
OK	w57:18	
SKIP	w57:240	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w57:253	
OK	w57:247	
OK	w57:527	
OK	w57:566	
OK	w57:63	
OK	w52:698	
OK	w57:630	
OK	w57:635	
OK	w57:695	
OK	w57:740	
OK	w58:116	
OK	w58:128	
OK	w58:157	
OK	w58:178	
OK	w58:192	
CRASH	w56:88	executor process died (native abort)
OK	w58:34	
OK	w58:345	
OK	w58:352	
OK	w58:426	
OK	w58:435	
CRASH	w57:491	executor process died (native abort)
OK	w58:499	
OK	w56:123	
OK	w58:616	
SKIP	w56:241	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w58:656	
OK	w58:688	
OK	w58:72	
OK	w58:732	
OK	w59:146	
OK	w59:177	
OK	w59:228	
OK	w59:241	
OK	w59:311	
OK	w59:345	
CRASH	w58:566	executor process died (native abort)
OK	w59:445	
OK	w59:444	
OK	w59:446	
OK	w59:533	
OK	w59:474	
OK	w59:663	
OK	w59:645	
OK	w59:760	
OK	w59:76	
CRASH	w58:621	executor process died (native abort)
OK	w59:78	
OK	w59:87	
OK	w6:160	
OK	w6:157	
OK	w59:297	
OK	w6:27	
CRASH	w6:586	executor process died (native abort)
OK	w6:480	
OK	w6:511	
OK	w6:562	
OK	w6:627	
OK	w6:667	
SKIP	w6:709	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w6:16	
OK	w6:737	
MISMATCH	w6:753	out[0] shape (1, 1, 1) vs (0, 0, 0, 0, 0)
OK	w6:778	
OK	w60:123	
OK	w60:19	
OK	w60:200	
OK	w60:241	
OK	w60:288	
OK	w60:385	
OK	w60:389	
OK	w60:426	
OK	w60:44	
OK	w60:441	
OK	w60:487	
OK	w58:531	
OK	w59:111	
OK	w60:492	
OK	w60:585	
OK	w60:596	
OK	w60:729	
OK	w60:694	
OK	w60:624	
OK	w61:12	
OK	w60:738	
OK	w61:142	
OK	w61:161	
OK	w61:18	
OK	w61:16	
OK	w61:187	
OK	w61:290	
SKIP	w61:334	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w61:291	
OK	w61:395	
OK	w61:404	
OK	w59:755	
OK	w61:495	
OK	w61:461	
OK	w61:541	
OK	w61:646	
OK	w61:625	
OK	w61:542	
OK	w61:714	
OK	w61:664	
OK	w61:742	
OK	w62:146	
OK	w61:87	
OK	w62:188	
SKIP	w62:209	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
MISMATCH	w62:226	out[0] non-finite mismatch (nan/inf positions differ)
OK	w62:228	
CRASH	w61:489	executor process died (native abort)
OK	w62:281	
OK	w62:272	
SKIP	w62:437	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w62:306	
OK	w6:465	
OK	w62:518	
OK	w62:451	
CRASH	w62:339	executor process died (native abort)
OK	w6:711	
OK	w61:97	
OK	w62:603	
OK	w62:592	
OK	w62:633	
OK	w62:521	
OK	w62:672	
OK	w62:591	
OK	w62:706	
OK	w62:532	
OK	w63:140	
MISMATCH	w62:681	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
OK	w63:201	
OK	w63:225	
OK	w63:296	
OK	w63:271	
OK	w63:338	
OK	w63:403	
OK	w63:451	
OK	w63:468	
OK	w63:422	
OK	w63:535	
SKIP	w63:61	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w63:572	
OK	w63:612	
OK	w63:731	
OK	w63:744	
SKIP	w63:80	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
SKIP	w64:134	executor ExecutorchRuntimeException: [ExecuTorch Error 0x14] Operator missing: Execution failed for method: forward
OK	w64:146	
SKIP	w64:199	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w64:203	
OK	w64:305	
MISMATCH	w64:276	out[0] max|delta|=6.918e+18 (rtol=0.01 atol=0.001)
OK	w64:379	
OK	w64:312	
OK	w64:384	
OK	w64:501	
OK	w64:413	
OK	w64:517	
OK	w64:515	
OK	w64:566	
MISMATCH	w64:537	out[0] non-finite mismatch (nan/inf positions differ)
OK	w64:573	
OK	w64:691	
OK	w64:727	
OK	w64:773	
CRASH	w63:699	executor process died (native abort)
OK	w65:197	
OK	w64:775	
OK	w65:207	
OK	w65:216	
SKIP	w65:0	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w65:290	
OK	w65:33	
OK	w65:283	
OK	w65:449	
OK	w65:451	
OK	w65:602	
OK	w65:668	
OK	w63:409	
OK	w65:730	
OK	w65:84	
SKIP	w66:136	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w66:194	
OK	w66:234	
OK	w66:273	
OK	w66:299	
OK	w66:324	
OK	w66:404	
OK	w66:480	
OK	w66:485	
OK	w66:544	
OK	w66:637	
OK	w66:577	
OK	w66:645	
OK	w66:711	
OK	w64:101	
OK	w66:716	
CRASH	w66:257	executor process died (native abort)
OK	w66:96	
OK	w66:90	
OK	w67:12	
OK	w67:2	
OK	w67:208	
OK	w67:24	
OK	w67:286	
OK	w67:272	
OK	w67:327	
OK	w67:411	
OK	w67:410	
OK	w67:458	
OK	w67:464	
OK	w67:491	
OK	w67:548	
OK	w67:581	
OK	w67:613	
OK	w67:623	
OK	w67:684	
OK	w67:721	
OK	w67:8	
OK	w68:101	
OK	w68:178	
OK	w68:191	
OK	w68:227	
OK	w68:199	
OK	w68:407	
OK	w68:360	
OK	w68:328	
OK	w68:461	
OK	w68:445	
OK	w68:469	
OK	w68:55	
OK	w68:591	
OK	w68:645	
OK	w68:631	
OK	w68:69	
OK	w68:91	
OK	w69:126	
OK	w69:187	
OK	w69:186	
OK	w69:190	
OK	w69:210	
OK	w69:278	
OK	w69:324	
OK	w69:342	
OK	w69:389	
OK	w69:416	
MISMATCH	w69:422	out[0] max|delta|=9.223e+18 (rtol=0.0 atol=0.0)
OK	w63:143	
OK	w69:544	
OK	w69:594	
OK	w69:547	
OK	w69:689	
OK	w69:679	
OK	w69:740	
OK	w69:749	
OK	w7:124	
OK	w7:20	
OK	w7:24	
OK	w7:22	
OK	w7:262	
OK	w7:328	
OK	w7:356	
OK	w7:414	
OK	w7:445	
OK	w7:426	
OK	w7:476	
OK	w7:485	
OK	w7:562	
OK	w7:576	
OK	w7:597	
OK	w7:622	
OK	w7:741	
OK	w7:763	
SKIP	w68:700	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w7:776	
OK	w70:16	
OK	w70:114	
OK	w70:223	
OK	w70:207	
OK	w70:23	
OK	w70:274	
OK	w70:292	
OK	w70:312	
OK	w65:341	
OK	w70:338	
OK	w70:431	
CRASH	w7:284	executor process died (native abort)
OK	w70:451	
OK	w70:479	
OK	w70:592	
OK	w70:630	
OK	w70:713	
OK	w70:665	
OK	w70:763	
OK	w70:779	
OK	w71:105	
OK	w71:161	
OK	w71:182	
OK	w71:377	
OK	w71:588	
OK	w71:389	
OK	w71:64	
OK	w71:639	
OK	w71:642	
OK	w71:641	
SKIP	w71:649	executor IllegalArgumentException: unsupported input dtype code 24 on Android
OK	w71:644	
OK	w71:677	
OK	w71:731	
OK	w71:76	
OK	w72:100	
OK	w72:106	
OK	w72:296	
OK	w72:298	
OK	w7:514	
OK	w67:373	
OK	w72:421	
OK	w70:768	
OK	w72:265	
OK	w70:80	
OK	w72:47	
OK	w72:43	
OK	w72:602	
OK	w72:476	
OK	w72:424	
OK	w73:100	
OK	w72:557	
OK	w72:753	
OK	w72:607	
OK	w72:641	
OK	w73:15	
OK	w73:189	
OK	w73:213	
OK	w73:265	
OK	w73:350	
OK	w73:321	
OK	w73:424	
OK	w73:429	
OK	w73:48	
OK	w73:519	
OK	w73:56	
OK	w73:580	
OK	w73:624	
OK	w73:604	
OK	w73:695	
MISMATCH	w73:669	out[0] non-finite mismatch (nan/inf positions differ)
OK	w74:143	
OK	w74:151	
OK	w74:191	
OK	w74:115	
OK	w74:264	
OK	w74:31	
OK	w74:33	
OK	w74:246	
OK	w74:339	
OK	w74:386	
OK	w74:36	
SKIP	w74:412	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w74:491	
OK	w74:485	
OK	w74:589	
OK	w74:612	
OK	w74:658	
OK	w74:7	
OK	w74:699	
OK	w74:708	
OK	w74:743	
OK	w74:758	
OK	w74:82	
OK	w75:162	
OK	w75:111	
OK	w75:17	
OK	w75:244	
OK	w75:260	
OK	w75:318	
OK	w75:335	
OK	w75:324	
OK	w75:414	
OK	w75:426	
SKIP	w75:376	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w75:515	
OK	w75:470	
MISMATCH	w75:479	out[0] non-finite mismatch (nan/inf positions differ)
OK	w75:528	
OK	w75:679	
OK	w75:66	
OK	w75:763	
OK	w76:13	
OK	w76:124	
OK	w76:170	
OK	w76:195	
OK	w76:226	
OK	w76:261	
OK	w76:298	
OK	w76:337	
OK	w76:35	
OK	w76:462	
OK	w76:467	
MISMATCH	w76:508	out[0] non-finite mismatch (nan/inf positions differ)
OK	w76:515	
OK	w76:580	
OK	w76:697	
OK	w73:461	
OK	w76:73	
CRASH	w75:352	executor process died (native abort)
OK	w76:763	
OK	w76:768	
OK	w77:105	
OK	w77:299	
MISMATCH	w77:14	out[0] non-finite mismatch (nan/inf positions differ)
OK	w77:328	
OK	w77:366	
OK	w73:643	
OK	w77:351	
OK	w77:410	
OK	w77:511	
OK	w77:472	
OK	w77:44	
OK	w77:600	
OK	w77:564	
OK	w77:619	
OK	w78:158	
OK	w78:144	
CRASH	w76:59	executor process died (native abort)
OK	w78:267	
OK	w78:228	
OK	w78:335	
OK	w78:372	
OK	w78:314	
OK	w78:451	
OK	w78:409	
OK	w78:488	
OK	w78:58	
OK	w78:677	
OK	w78:685	
OK	w78:755	
OK	w78:98	
OK	w79:119	
OK	w79:126	
OK	w76:637	
CRASH	w78:340	executor process died (native abort)
OK	w79:128	
OK	w79:166	
OK	w79:182	
OK	w79:25	
OK	w79:219	
OK	w79:449	
OK	w79:356	
OK	w79:548	
OK	w79:663	
OK	w79:664	
OK	w79:753	
OK	w79:79	
MISMATCH	w79:9	out[0] max|delta|=2.882e+17 (rtol=0.01 atol=0.001)
OK	w78:391	
OK	w8:138	
OK	w8:246	
OK	w8:29	
OK	w8:311	
OK	w8:338	
CRASH	w79:318	executor process died (native abort)
MISMATCH	w8:434	out[0] max|delta|=2.550e+02 (rtol=0.0 atol=0.0)
OK	w8:376	
OK	w8:352	
OK	w8:5	
OK	w8:54	
OK	w8:534	
OK	w8:578	
OK	w8:590	
OK	w8:729	
OK	w8:719	
OK	w8:86	
OK	w8:9	
OK	w80:1	
OK	w80:205	
OK	w80:237	
OK	w80:234	
OK	w80:290	
OK	w80:308	
OK	w80:330	
OK	w80:412	
OK	w80:474	
OK	w80:488	
OK	w80:512	
OK	w80:52	
OK	w80:548	
OK	w80:597	
OK	w80:625	
OK	w80:626	
OK	w80:718	
OK	w80:734	
SKIP	w80:664	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w81:166	
OK	w81:105	
OK	w81:247	
OK	w81:240	
SKIP	w77:386	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w81:261	
OK	w81:311	
OK	w81:36	
OK	w81:387	
OK	w81:406	
OK	w81:446	
OK	w81:483	
OK	w81:64	
OK	w81:69	
OK	w81:771	
OK	w81:88	
OK	w82:22	
OK	w82:226	
OK	w82:301	
OK	w82:320	
OK	w78:489	
OK	w82:327	
OK	w82:396	
OK	w82:439	
OK	w79:466	
CRASH	w82:537	executor process died (native abort)
OK	w81:383	
OK	w8:67	
OK	w82:676	
OK	w82:766	
OK	w82:679	
OK	w82:453	
OK	w82:582	
OK	w82:779	
OK	w83:125	
OK	w83:154	
OK	w83:114	
OK	w83:129	
OK	w83:508	
OK	w83:231	
OK	w83:202	
OK	w83:254	
OK	w83:510	
OK	w83:541	
OK	w83:647	
OK	w83:656	
OK	w83:731	
OK	w83:714	
OK	w83:754	
OK	w83:761	
OK	w84:177	
OK	w84:192	
OK	w84:280	
OK	w84:36	
CRASH	w82:765	executor process died (native abort)
OK	w84:521	
MISMATCH	w84:559	out[0] non-finite mismatch (nan/inf positions differ)
OK	w84:57	
SKIP	w84:622	executor ExecutorchRuntimeException: [ExecuTorch Error 0x1] Internal error: Execution failed for method: forward
OK	w84:621	
OK	w84:651	
CRASH	w84:148	executor process died (native abort)
OK	w84:713	
OK	w84:74	
OK	w84:85	
OK	w85:130	
OK	w85:162	
OK	w85:264	
OK	w84:102	
OK	w85:365	
OK	w85:413	
OK	w85:411	
OK	w85:416	
OK	w85:430	
OK	w85:516	
OK	w83:567	
OK	w85:574	
OK	w85:594	
OK	w85:631	
OK	w83:98	
MISMATCH	w85:645	out[0] shape (1, 1, 1, 1) vs (0, 0, 0, 0, 0)
OK	w84:486	
SKIP	w85:686	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w85:723	
OK	w86:107	
SKIP	w86:203	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w86:204	
OK	w86:117	
MISMATCH	w85:86	out[0] max|delta|=3.000e+00 (rtol=0.0 atol=0.0)
OK	w86:353	
OK	w86:273	
OK	w86:394	
OK	w86:330	
OK	w86:405	
OK	w86:459	
OK	w86:527	
OK	w86:649	
OK	w86:67	
OK	w86:672	
OK	w86:688	
OK	w86:700	
OK	w87:144	
OK	w86:86	
OK	w87:120	
OK	w87:182	
OK	w87:230	
OK	w87:191	
OK	w87:288	
OK	w87:240	
OK	w87:35	
OK	w87:339	
OK	w87:368	
OK	w87:393	
MISMATCH	w87:521	out[0] non-finite mismatch (nan/inf positions differ)
CRASH	w86:80	executor process died (native abort)
OK	w87:544	
OK	w87:62	
OK	w87:611	
OK	w87:568	
OK	w87:706	
OK	w87:685	
OK	w87:715	
OK	w87:489	
OK	w88:127	
OK	w88:148	
OK	w88:224	
CRASH	w87:566	executor process died (native abort)
OK	w88:227	
OK	w88:30	
OK	w88:310	
OK	w88:451	
OK	w88:439	
OK	w84:656	
OK	w88:471	
OK	w88:511	
OK	w88:575	
OK	w88:537	
OK	w88:597	
OK	w88:725	
OK	w88:726	
OK	w88:73	
OK	w88:769	
OK	w89:10	
OK	w89:165	
OK	w89:136	
OK	w89:232	
SKIP	w89:230	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w89:295	
OK	w89:345	
MISMATCH	w89:324	out[0] max|delta|=4.612e+18 (rtol=0.0 atol=0.0)
OK	w89:431	
OK	w89:422	
OK	w89:49	
OK	w89:471	
OK	w89:552	
OK	w89:514	
OK	w89:639	
OK	w89:605	
OK	w89:680	
OK	w89:768	
OK	w9:169	
OK	w9:148	
OK	w9:38	
OK	w9:377	
OK	w9:383	
OK	w9:438	
OK	w9:501	
OK	w9:506	
CRASH	w89:25	executor process died (native abort)
OK	w85:304	
OK	w9:553	
OK	w9:516	
OK	w9:512	
OK	w9:567	
OK	w9:60	
OK	w9:617	
OK	w9:700	
OK	w90:105	
OK	w90:111	
OK	w90:135	
OK	w90:237	
OK	w90:248	
OK	w90:296	
OK	w90:30	
OK	w90:351	
OK	w90:401	
OK	w90:476	
OK	w90:523	
OK	w90:533	
CRASH	w90:108	executor process died (native abort)
SKIP	w90:541	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w90:651	
OK	w90:671	
OK	w91:170	
OK	w91:186	
OK	w91:191	
OK	w91:192	
OK	w91:271	
OK	w91:365	
SKIP	w91:44	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w91:483	
OK	w91:503	
OK	w91:520	
OK	w91:539	
OK	w91:615	
OK	w87:733	
OK	w91:630	
OK	w91:637	
OK	w90:225	
OK	w91:711	
OK	w91:641	
OK	w91:721	
OK	w92:110	
OK	w92:163	
MISMATCH	w92:14	out[0] max|delta|=9.223e+18 (rtol=0.01 atol=0.001)
OK	w92:217	
OK	w92:234	
SKIP	w92:215	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w88:544	
OK	w92:299	
OK	w92:323	
OK	w92:336	
OK	w92:384	
SKIP	w92:328	executor ExecutorchRuntimeException: [ExecuTorch Error 0x14] Operator missing: Execution failed for method: forward
OK	w92:392	
CRASH	w92:548	executor process died (native abort)
MISMATCH	w9:738	out[0] max|delta|=2.013e+08 (rtol=0.0 atol=0.0)
OK	w91:249	
OK	w92:531	
OK	w92:46	
OK	w92:49	
OK	w92:533	
OK	w92:637	
OK	w92:636	
OK	w92:662	
OK	w92:750	
OK	w92:684	
OK	w92:650	
OK	w92:779	
OK	w93:188	
OK	w93:317	
OK	w93:215	
OK	w92:703	
OK	w93:183	
OK	w93:316	
MISMATCH	w93:380	out[0] non-finite mismatch (nan/inf positions differ)
OK	w93:334	
OK	w93:432	
OK	w93:400	
OK	w93:451	
OK	w93:565	
OK	w93:479	
OK	w93:536	
OK	w93:668	
OK	w93:656	
OK	w93:649	
OK	w93:757	
OK	w93:754	
OK	w93:773	
OK	w94:12	
OK	w94:15	
OK	w94:220	
OK	w94:203	
OK	w94:355	
OK	w94:362	
OK	w94:360	
OK	w94:421	
OK	w94:446	
OK	w94:54	
OK	w94:510	
OK	w94:567	
OK	w94:601	
OK	w94:720	
OK	w94:620	
OK	w94:570	
OK	w94:87	
OK	w95:100	
OK	w95:107	
OK	w95:258	
OK	w95:291	
OK	w95:407	
MISMATCH	w95:387	out[0] max|delta|=4.000e+00 (rtol=0.0 atol=0.0)
OK	w95:292	
OK	w95:443	
OK	w95:472	
OK	w95:465	
OK	w95:625	
OK	w95:588	
OK	w95:747	
OK	w95:748	
OK	w95:773	
OK	w95:763	
OK	w95:780	
OK	w96:182	
OK	w96:195	
OK	w96:117	
OK	w96:196	
OK	w96:386	
OK	w96:279	
OK	w96:393	
OK	w96:487	
OK	w96:421	
OK	w96:545	
OK	w96:639	
OK	w93:32	
OK	w96:647	
OK	w96:698	
OK	w97:101	
OK	w97:11	
SKIP	w97:119	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w97:128	
OK	w97:173	
OK	w94:279	
SKIP	w97:237	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w97:340	
OK	w97:350	
OK	w97:358	
OK	w97:4	
OK	w97:414	
OK	w97:468	
OK	w97:576	
OK	w97:562	
OK	w97:628	
OK	w97:629	
OK	w97:664	
OK	w97:690	
SKIP	w97:757	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w97:764	
OK	w98:106	
OK	w98:131	
OK	w98:135	
OK	w98:191	
OK	w98:242	
OK	w98:293	
OK	w98:298	
OK	w98:362	
OK	w96:609	
OK	w98:390	
OK	w98:453	
SKIP	w98:572	executor ExecutorchInvalidArgumentException: [ExecuTorch Error 0x12] Invalid argument: Execution failed for method: forward
OK	w98:574	
OK	w98:583	
OK	w98:58	
OK	w98:608	
OK	w98:635	
OK	w98:716	
OK	w98:713	
OK	w96:641	
OK	w99:118	
