job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w0:523	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w101:421	3	COMPOSITIONAL	fmod	sum	AB_OK	3	3	ZEROED
w103:20	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w106:109	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w108:196	4	SIBLING_DEPENDENT	div	squeeze_copy	AB_OK	3	3	NONFINITE
w10:647	0	COMPOSITIONAL	max	_native_batch_norm_legit	AB_OK	3	3	VALUE
w112:93	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w114:678	1	SIBLING_DEPENDENT	exp	ne	AB_OK	3	3	VALUE
w116:584	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w11:260	0	COMPOSITIONAL	bitwise_right_shift	_to_copy;floor_divide;neg;slice_copy;cumsum	AB_OK	3	3	ZEROED
w121:253	1	COMPOSITIONAL	reciprocal	asinh	AB_OK	3	3	SHAPE
w123:59	3	SIBLING_DEPENDENT	mul	clone	AB_OK	3	3	ZEROED
w126:24	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w127:94	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w14:427	1	COMPOSITIONAL	roll	prod	AB_OK	3	3	VALUE
w16:79	0	COMPOSITIONAL	unfold_copy	bitwise_left_shift	AB_OK	3	3	VALUE
w18:752	2	COMPOSITIONAL	neg	fill	AB_OK	3	3	ZEROED
w1:238	0	COMPOSITIONAL	ceil	native_group_norm	AB_OK	3	3	NONFINITE
w21:293	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w24:446	1	SIBLING_DEPENDENT	acos	acos	AB_OK	3	3	NONFINITE
w26:67	0	COMPOSITIONAL	sub	floor_divide	AB_OK	3	3	VALUE
w28:338	1	SIBLING_DEPENDENT	constant_pad_nd	trunc	AB_OK	3	3	ZEROED
w2:434	2	SIBLING_DEPENDENT	min	pixel_shuffle	AB_OK	3	3	ZEROED
w31:605	0	COMPOSITIONAL	div	native_layer_norm	AB_OK	3	3	VALUE
w34:697	3	COMPOSITIONAL	remainder	sum	AB_OK	3	3	VALUE
w37:192	0	SIBLING_DEPENDENT	isnan	split_with_sizes_copy	AB_OK	3	3	VALUE
w38:744	0	SIBLING_DEPENDENT	fmod	prod	AB_OK	3	3	NONFINITE
w3:465	0	COMPOSITIONAL	min	neg;bitwise_left_shift	AB_OK	3	3	VALUE
w42:370	3	COMPOSITIONAL	log2	addmm;_to_copy	AB_OK	3	3	VALUE
w43:684	1	COMPOSITIONAL	div	_log_softmax;remainder;rsub	AB_OK	3	3	VALUE
w46:357	1	SIBLING_DEPENDENT	atan	prod;acos	AB_OK	3	3	ZEROED
w48:223	1	SIBLING_DEPENDENT	prod	constant_pad_nd	AB_OK	3	3	NONFINITE
w4:345	0	SIBLING_DEPENDENT	abs	sin	AB_OK	3	3	ZEROED
w50:536	0	SIBLING_DEPENDENT	neg	div	B_NOREPRO	0	3	?
w52:273	2	COMPOSITIONAL	bitwise_xor	sum	AB_OK	3	3	VALUE
w54:221	1	SIBLING_DEPENDENT	slice_copy	lift_fresh_copy	AB_OK	3	3	ZEROED
w56:535	4	SIBLING_DEPENDENT	roll	constant_pad_nd	AB_OK	3	3	ZEROED
w58:560	2	COMPOSITIONAL	slice_copy	bitwise_left_shift	AB_OK	3	3	VALUE
w5:270	0	COMPOSITIONAL	split_copy	remainder	AB_OK	3	3	VALUE
w60:659	0	SIBLING_DEPENDENT	clone	alias_copy	AB_OK	3	3	ZEROED
w61:667	0	COMPOSITIONAL	fmod	bitwise_left_shift	AB_OK	3	3	NONFINITE
w63:541	2	SIBLING_DEPENDENT	trunc	constant_pad_nd	AB_OK	3	3	ZEROED
w65:531	1	COMPOSITIONAL	bitwise_or	sum;bitwise_left_shift;argmax	AB_OK	3	3	VALUE
w67:220	2	COMPOSITIONAL	floor	_to_copy;broadcast_to;bitwise_and	AB_OK	3	3	VALUE
w69:316	0	SIBLING_DEPENDENT	atanh	atanh	AB_OK	3	3	NONFINITE
w6:357	0	SIBLING_DEPENDENT	min	alias_copy	AB_OK	3	3	ZEROED
w70:715	2	SIBLING_DEPENDENT	maximum	remainder	AB_OK	3	3	SCALE:124.005
w72:343	2	SIBLING_DEPENDENT	transpose_copy	alias_copy	AB_OK	3	3	ZEROED
