job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w100:560	1	COMPOSITIONAL	unfold_copy	expm1;diagonal_copy;native_group_norm	A_ALSO_DIVERGES	3	3	VALUE
w102:424	2	COMPOSITIONAL	log10	remainder	AB_OK	3	3	NONFINITE
w104:305	0	COMPOSITIONAL	neg	sinh	AB_OK	1	3	SHAPE
w107:143	0	COMPOSITIONAL	mean	minimum	B_NOREPRO	0	3	?
w109:44	2	COMPOSITIONAL	floor_divide	abs;_to_copy;slice_copy;squeeze_copy	AB_OK	3	3	NONFINITE
w110:74	0	COMPOSITIONAL	erf	view_copy;bitwise_left_shift	AB_OK	3	3	VALUE
w113:641	3	SIBLING_DEPENDENT	isnan	amax	AB_OK	3	3	ZEROED
w115:631	0	SIBLING_DEPENDENT	prod	floor;var_mean	AB_OK	3	3	ZEROED
w118:68	2	COMPOSITIONAL	detach_copy	div;pow	AB_OK	3	3	ZEROED
w120:186	0	SIBLING_DEPENDENT	index_select	split_with_sizes_copy	AB_OK	3	3	ZEROED
w122:530	0	COMPOSITIONAL	div	remainder	AB_OK	3	3	VALUE
w125:490	0	COMPOSITIONAL	minimum	remainder;slice_copy;_to_copy	AB_OK	3	3	VALUE
w127:292	2	SIBLING_DEPENDENT	gelu	fill	AB_OK	3	3	NONFINITE
w13:255	1	SIBLING_DEPENDENT	unbind_copy	remainder	AB_OK	3	3	VALUE
w15:780	0	SIBLING_DEPENDENT	select_copy	elu;roll	AB_OK	3	3	ZEROED
w18:124	0	SIBLING_DEPENDENT	div	_native_batch_norm_legit	AB_OK	3	3	ZEROED
w19:692	1	SIBLING_DEPENDENT	floor_divide	log10	AB_OK	3	3	VALUE
w20:329	1	COMPOSITIONAL	scatter_add	slice_copy;split_with_sizes_copy;_to_copy;clamp;slice_copy;replication_pad3d	AB_OK	3	3	ALIAS:L2
w23:651	0	SIBLING_DEPENDENT	fmod	lift_fresh_copy	AB_OK	3	3	ZEROED
w25:721	1	COMPOSITIONAL	floor_divide	gelu	AB_OK	3	3	VALUE
