job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w68:60	1	COMPOSITIONAL	mul	prod;fill	AB_OK	3	3	ZEROED
w6:268	1	COMPOSITIONAL	slice_copy	_native_batch_norm_legit	AB_OK	3	3	NONFINITE
w70:615	2	COMPOSITIONAL	eq	min;view_copy;bitwise_left_shift	AB_OK	3	3	ALIAS:n1
w72:121	3	COMPOSITIONAL	floor_divide	_to_copy;slice_copy	AB_OK	3	3	NONFINITE
w74:560	2	COMPOSITIONAL	div	broadcast_to;_to_copy	AB_OK	3	3	SCALE:0.750
w77:382	1	SIBLING_DEPENDENT	logical_or	squeeze_copy	AB_OK	3	3	ZEROED
w79:184	0	COMPOSITIONAL	div	bitwise_left_shift;cumsum;clone	AB_OK	3	3	VALUE
w80:596	0	COMPOSITIONAL	div	_to_copy;native_group_norm	B_NOREPRO	0	3	?
w83:181	0	COMPOSITIONAL	floor_divide	log1p	AB_OK	3	3	VALUE
w85:219	3	SIBLING_DEPENDENT	log10	lift_fresh_copy	AB_OK	3	3	VALUE
w87:250	1	COMPOSITIONAL	roll	view_copy;fill;sigmoid	AB_OK	3	3	ZEROED
w89:190	1	SIBLING_DEPENDENT	maximum	transpose_copy	AB_OK	3	3	VALUE
w8:376	1	COMPOSITIONAL	floor_divide	native_group_norm	AB_OK	3	3	VALUE
w92:717	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w94:71	0	SIBLING_DEPENDENT	flip	div	AB_OK	3	3	NONFINITE
w96:387	0	SIBLING_DEPENDENT	mul	eq;max	AB_OK	3	3	ZEROED
w98:671	0	COMPOSITIONAL	native_group_norm	native_group_norm	AB_OK	3	3	VALUE
w9:18	2	SIBLING_DEPENDENT	replication_pad1d	split_with_sizes_copy	AB_OK	3	3	ZEROED
