job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w0:45	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w101:39	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w102:77	0	COMPOSITIONAL	pixel_shuffle	fill	AB_OK	3	3	ZEROED
w105:478	4	COMPOSITIONAL	remainder	select_scatter	AB_OK	3	3	SCALE:-6.945
w108:171	0	SIBLING_DEPENDENT	fmod	split_with_sizes_copy	AB_OK	3	3	ZEROED
w10:591	1	COMPOSITIONAL	div	var_mean;_to_copy	AB_OK	1	3	SHAPE
w112:426	1	COMPOSITIONAL	div	select_scatter;clamp	AB_OK	3	3	VALUE
w114:621	2	COMPOSITIONAL	bitwise_right_shift	cumsum	AB_OK	3	3	SCALE:4221213.000
w116:542	2	COMPOSITIONAL	elu	bitwise_left_shift	AB_OK	3	3	NONFINITE
w11:177	1	COMPOSITIONAL	mean	ceil;bitwise_left_shift	AB_OK	3	3	NONFINITE
w121:181	3	COMPOSITIONAL	erf	_to_copy;floor_divide	AB_OK	3	3	VALUE
w123:49	1	SIBLING_DEPENDENT	max	mul	AB_OK	3	3	ZEROED
w126:178	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w127:739	1	SIBLING_DEPENDENT	split_copy	constant_pad_nd	AB_OK	3	3	ZEROED
w14:27	1	COMPOSITIONAL	remainder	floor_divide	AB_OK	3	3	ZEROED
w16:633	0	SIBLING_DEPENDENT	lift_fresh_copy	isnan	AB_OK	3	3	ZEROED
w18:516	0	COMPOSITIONAL	maximum	broadcast_to;_to_copy;sum	AB_OK	3	3	VALUE
w1:233	1	COMPOSITIONAL	cos	select_copy;atan	B_NOREPRO	0	3	?
w21:219	1	SIBLING_DEPENDENT	prod	isinf	AB_OK	3	3	NONFINITE
w24:302	2	SIBLING_DEPENDENT	div	permute_copy	AB_OK	3	3	NONFINITE
w26:607	0	COMPOSITIONAL	ge	slice_copy;bitwise_left_shift	AB_OK	3	3	VALUE
w28:227	2	SIBLING_DEPENDENT	split_copy	split_copy	AB_OK	3	3	ZEROED
w2:408	1	COMPOSITIONAL	sin	bitwise_left_shift	AB_OK	3	3	VALUE
w31:551	1	SIBLING_DEPENDENT	squeeze_copy	div	AB_OK	3	3	ZEROED
w34:571	1	SIBLING_DEPENDENT	amin	clone	AB_OK	3	3	ZEROED
w37:113	2	SIBLING_DEPENDENT	div	log10	AB_OK	3	3	ZEROED
w38:544	1	SIBLING_DEPENDENT	expand_copy	copy	AB_OK	3	3	ZEROED
w3:450	0	COMPOSITIONAL	bitwise_right_shift	bitwise_left_shift	AB_OK	3	3	VALUE
w42:33	0	COMPOSITIONAL	unfold_copy	fill	AB_OK	3	3	ZEROED
w43:605	0	COMPOSITIONAL	maximum	view_copy	B_NOREPRO	0	3	?
w46:224	0	COMPOSITIONAL	remainder	atan	AB_OK	3	3	VALUE
w48:216	0	COMPOSITIONAL	remainder	native_layer_norm	AB_OK	3	3	VALUE
w4:230	2	SIBLING_DEPENDENT	log2	log2	AB_OK	3	3	NONFINITE
w50:476	2	SIBLING_DEPENDENT	flip	t_copy	AB_OK	3	3	ZEROED
w52:165	0	SIBLING_DEPENDENT	mul	floor_divide	AB_OK	3	3	ZEROED
w54:123	0	COMPOSITIONAL	prod	native_group_norm	AB_OK	3	3	VALUE
w56:227	2	COMPOSITIONAL	sign	remainder	AB_OK	3	3	ALIAS:n3
w58:331	0	SIBLING_DEPENDENT	min	transpose_copy	AB_OK	3	3	ALIAS:n10
w5:258	1	SIBLING_DEPENDENT	exp	topk	AB_OK	3	3	VALUE
