job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w60:656	2	SIBLING_DEPENDENT	masked_scatter	expand_copy	AB_OK	3	3	VALUE
w61:627	0	SIBLING_DEPENDENT	ceil	bitwise_left_shift	AB_OK	3	3	NONFINITE
w63:527	0	SIBLING_DEPENDENT	fmod	pixel_shuffle	AB_OK	3	3	ZEROED
w65:460	0	SIBLING_DEPENDENT	constant_pad_nd	squeeze_copy	AB_OK	3	3	NONFINITE
w67:196	1	SIBLING_DEPENDENT	min	view_copy	AB_OK	3	3	ZEROED
w69:197	4	COMPOSITIONAL	acos	native_layer_norm	AB_OK	3	3	VALUE
w6:341	0	SIBLING_DEPENDENT	detach_copy	remainder	AB_OK	3	3	ZEROED
w70:67	2	SIBLING_DEPENDENT	fmod	argmax	AB_OK	3	3	ZEROED
w72:210	3	COMPOSITIONAL	tanh	native_layer_norm	AB_OK	3	3	VALUE
w75:25	0	SIBLING_DEPENDENT	flip	view_copy	AB_OK	3	3	ZEROED
w77:521	1	SIBLING_DEPENDENT	atanh	unbind_copy	AB_OK	3	3	VALUE
w79:415	1	COMPOSITIONAL	transpose_copy	expm1;bitwise_left_shift;ceil	AB_OK	3	3	VALUE
w81:228	0	COMPOSITIONAL	pow	asinh	AB_OK	3	3	VALUE
w83:344	1	COMPOSITIONAL	bitwise_and	remainder	AB_OK	3	3	VALUE
w85:282	0	COMPOSITIONAL	where	bitwise_left_shift	AB_OK	3	3	VALUE
w87:488	2	SIBLING_DEPENDENT	index	lift_fresh_copy	AB_OK	3	3	ZEROED
w89:283	3	COMPOSITIONAL	atanh	alias_copy;div	AB_OK	3	3	NONFINITE
w8:435	0	SIBLING_DEPENDENT	div	transpose_copy;repeat	AB_OK	3	3	VALUE
w93:202	2	COMPOSITIONAL	mul	fmod;_to_copy;select_scatter;broadcast_to	AB_OK	3	3	VALUE
w95:135	0	SIBLING_DEPENDENT	max	clone	AB_OK	3	3	ZEROED
w97:358	0	SIBLING_DEPENDENT	log2	clone	AB_OK	3	3	NONFINITE
w99:145	0	SIBLING_DEPENDENT	amin	var	AB_OK	3	3	ZEROED
w9:301	0	COMPOSITIONAL	atan	log1p;remainder;slice_copy;floor_divide	AB_OK	3	3	VALUE
