job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w6:101	1	COMPOSITIONAL	fmod	broadcast_to;_to_copy;asinh	AB_OK	3	3	VALUE
w70:246	0	COMPOSITIONAL	hardtanh	broadcast_to;_to_copy;_native_batch_norm_legit	AB_OK	3	3	NONFINITE
w71:48	3	SIBLING_DEPENDENT	min	alias_copy	AB_OK	3	3	ZEROED
w73:453	3	SIBLING_DEPENDENT	max	squeeze_copy	AB_OK	3	3	ZEROED
w76:75	3	SIBLING_DEPENDENT	flip	detach_copy	AB_OK	3	3	ZEROED
w78:513	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w7:612	1	SIBLING_DEPENDENT	select_scatter	fill	AB_OK	3	3	VALUE
w82:57	0	SIBLING_DEPENDENT	fmod	flip	AB_OK	3	3	ZEROED
w84:447	4	COMPOSITIONAL	max	sum	AB_OK	3	3	VALUE
w86:564	1	SIBLING_DEPENDENT	constant_pad_nd	squeeze_copy	AB_OK	3	3	NONFINITE
w88:570	0	SIBLING_DEPENDENT	constant_pad_nd	view_copy	AB_OK	3	3	ZEROED
w89:644	0	COMPOSITIONAL	unbind_copy	native_group_norm	AB_OK	3	3	VALUE
w91:426	3	COMPOSITIONAL	div	_to_copy;mul;sum;broadcast_to	AB_OK	3	3	NONFINITE
w93:746	1	COMPOSITIONAL	atan2	broadcast_to;_to_copy	AB_OK	3	3	VALUE
w95:641	0	SIBLING_DEPENDENT	slice_copy	permute_copy	AB_OK	3	3	NONFINITE
w98:41	2	COMPOSITIONAL	_softmax	floor_divide;rsqrt	AB_OK	3	3	NONFINITE
w99:523	0	COMPOSITIONAL	fmod	unsqueeze_copy;native_group_norm	AB_OK	3	3	NONFINITE
