job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w54:229	1	COMPOSITIONAL	flip	fill;pixel_shuffle	AB_OK	3	3	ZEROED
w56:575	1	SIBLING_DEPENDENT	masked_scatter	transpose_copy	AB_OK	3	3	ZEROED
w58:581	0	SIBLING_DEPENDENT	log2	permute_copy	AB_OK	3	3	NONFINITE
w5:302	1	SIBLING_DEPENDENT	roll	permute_copy	AB_OK	3	3	ZEROED
w60:740	0	SIBLING_DEPENDENT	div	div	AB_OK	3	3	ZEROED
w61:682	0	COMPOSITIONAL	ne	bitwise_left_shift;lt	AB_OK	3	3	VALUE
w63:609	2	SIBLING_DEPENDENT	fmod	transpose_copy	AB_OK	3	3	NONFINITE
w65:6	1	COMPOSITIONAL	logical_xor	scatter;clone;constant_pad_nd;tan;_to_copy;clamp;expm1	B_NOREPRO	0	3	?
w67:225	0	COMPOSITIONAL	unsqueeze_copy	bitwise_left_shift	AB_OK	3	3	VALUE
w69:418	0	SIBLING_DEPENDENT	sinh	argmax	AB_OK	3	3	ZEROED
w6:46	4	SIBLING_DEPENDENT	lt	expand_copy	AB_OK	3	3	ZEROED
w70:750	3	COMPOSITIONAL	sum	select_scatter	AB_OK	3	3	VALUE
w72:64	3	SIBLING_DEPENDENT	expm1	log10	AB_OK	3	3	ZEROED
w75:435	2	SIBLING_DEPENDENT	log10	squeeze_copy	AB_OK	3	3	VALUE
w77:631	0	COMPOSITIONAL	unfold_copy	floor_divide	AB_OK	3	3	VALUE
w79:631	2	COMPOSITIONAL	tan	bitwise_left_shift	AB_OK	3	3	VALUE
w81:300	2	COMPOSITIONAL	unfold_copy	floor;native_group_norm	AB_OK	3	3	VALUE
w83:586	0	SIBLING_DEPENDENT	slice_copy	lift_fresh_copy	AB_OK	3	3	NONFINITE
w85:389	1	COMPOSITIONAL	select_scatter	bitwise_left_shift;_softmax	AB_OK	3	3	VALUE
w87:531	1	COMPOSITIONAL	slice_scatter	prod;log1p;broadcast_to;_to_copy	AB_OK	3	3	VALUE
w89:301	2	COMPOSITIONAL	bitwise_xor	_to_copy;broadcast_to	AB_OK	3	3	VALUE
w8:94	2	SIBLING_DEPENDENT	detach_copy	amin	AB_OK	3	3	ZEROED
w93:230	2	COMPOSITIONAL	detach_copy	cumsum	AB_OK	3	3	VALUE
w95:158	2	COMPOSITIONAL	argmax	select_scatter	AB_OK	3	3	VALUE
w97:413	3	SIBLING_DEPENDENT	min	transpose_copy	AB_OK	3	3	ZEROED
w99:149	1	SIBLING_DEPENDENT	log	logit	AB_OK	3	3	VALUE
w9:354	2	COMPOSITIONAL	sign	_native_batch_norm_legit;_to_copy	AB_OK	3	3	ZEROED
