job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w0:684	0	COMPOSITIONAL	permute_copy	bitwise_left_shift	A_ALSO_DIVERGES	3	3	VALUE
w101:432	0	COMPOSITIONAL	div	bitwise_left_shift	AB_OK	3	3	VALUE
w103:40	0	SIBLING_DEPENDENT	_upsample_bilinear2d_aa	scatter_add	AB_OK	3	3	ZEROED
w106:252	1	COMPOSITIONAL	pow	div	AB_OK	3	3	NONFINITE
w108:40	0	COMPOSITIONAL	div	isinf	B_NOREPRO	0	3	?
w10:85	0	SIBLING_DEPENDENT	div	tril	AB_OK	3	3	VALUE
w113:116	0	COMPOSITIONAL	tanh	native_group_norm	AB_OK	3	3	NONFINITE
w115:211	0	SIBLING_DEPENDENT	mul	slice_scatter	AB_OK	3	3	SCALE:0.200
w116:744	0	COMPOSITIONAL	any	bitwise_left_shift	AB_OK	3	3	VALUE
w11:274	2	SIBLING_DEPENDENT	div	logical_xor	AB_OK	3	3	ZEROED
w121:327	0	COMPOSITIONAL	div	floor_divide	AB_OK	3	3	VALUE
w123:664	1	COMPOSITIONAL	bitwise_and	_to_copy	AB_OK	3	3	VALUE
w126:266	0	COMPOSITIONAL	log10	bitwise_left_shift	AB_OK	3	3	NONFINITE
w12:193	0	COMPOSITIONAL	mul	remainder	AB_OK	3	3	VALUE
w14:492	1	COMPOSITIONAL	masked_fill	view_copy	B_NOREPRO	0	3	?
w17:187	1	COMPOSITIONAL	relu	prod	AB_OK	3	3	VALUE
w19:116	0	COMPOSITIONAL	abs	mul;unfold_copy;fill	B_NOREPRO	0	3	?
w1:287	0	SIBLING_DEPENDENT	t_copy	squeeze_copy	AB_OK	3	3	ZEROED
w21:434	0	SIBLING_DEPENDENT	log	lift_fresh_copy	AB_OK	3	3	NONFINITE
w24:464	4	COMPOSITIONAL	logical_and	slice_copy;slice_copy;slice_copy;_to_copy	AB_OK	3	3	VALUE
w27:126	1	SIBLING_DEPENDENT	reciprocal	hardtanh	AB_OK	3	3	NONFINITE
w28:376	1	COMPOSITIONAL	mean	bitwise_left_shift;abs;squeeze_copy;tanh	AB_OK	3	3	VALUE
w2:498	2	SIBLING_DEPENDENT	log10	atan2	AB_OK	3	3	VALUE
w31:681	3	SIBLING_DEPENDENT	sign	slice_scatter	AB_OK	3	3	NONFINITE
w34:764	4	SIBLING_DEPENDENT	floor_divide	unsqueeze_copy	AB_OK	3	3	VALUE
w37:235	1	COMPOSITIONAL	log10	bitwise_left_shift	AB_OK	3	3	VALUE
w38:82	0	COMPOSITIONAL	slice_scatter	floor_divide;_to_copy;constant_pad_nd	AB_OK	3	3	VALUE
w3:545	3	SIBLING_DEPENDENT	max	max	AB_OK	3	3	ZEROED
w42:438	2	COMPOSITIONAL	maximum	_native_batch_norm_legit;acos	AB_OK	3	3	NONFINITE
w43:70	1	COMPOSITIONAL	rsqrt	atanh	AB_OK	3	3	VALUE
w46:527	1	SIBLING_DEPENDENT	max	abs	AB_OK	3	3	ZEROED
w48:274	0	COMPOSITIONAL	hardtanh	native_group_norm	AB_OK	3	3	VALUE
w4:391	0	COMPOSITIONAL	ne	trunc;native_group_norm	AB_OK	3	3	ALIAS:n1
w51:149	1	SIBLING_DEPENDENT	mean	mean	AB_OK	3	3	ZEROED
w52:291	0	SIBLING_DEPENDENT	leaky_relu	mul	AB_OK	3	3	ZEROED
