job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w100:509	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w102:300	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w103:698	0	COMPOSITIONAL	gather	sub;bitwise_left_shift	AB_OK	3	3	SCALE:-7720456580759552.000
w106:84	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w109:306	2	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w110:484	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w113:507	0	SIBLING_DEPENDENT	prod	squeeze_copy	AB_OK	3	3	NONFINITE
w115:570	2	COMPOSITIONAL	fmod	sum	AB_OK	3	3	VALUE
w117:706	0	COMPOSITIONAL	repeat	bitwise_left_shift	AB_OK	3	3	VALUE
w11:92	4	COMPOSITIONAL	repeat	remainder	AB_OK	3	3	VALUE
w121:756	1	SIBLING_DEPENDENT	flip	pixel_unshuffle	A_ALSO_DIVERGES	3	3	ZEROED
w124:703	2	SIBLING_DEPENDENT	min	squeeze_copy	AB_OK	3	3	ZEROED
w127:130	0	COMPOSITIONAL	logical_and	broadcast_to;_to_copy	AB_OK	3	3	VALUE
w13:119	0	SIBLING_DEPENDENT	convolution	min	AB_OK	3	3	ZEROED
w15:430	3	COMPOSITIONAL	clone	floor_divide	AB_OK	3	3	ZEROED
w17:652	0	COMPOSITIONAL	gt	bitwise_left_shift	AB_OK	3	3	VALUE
w19:555	0	SIBLING_DEPENDENT	acos	floor_divide	AB_OK	3	3	NONFINITE
w20:142	2	SIBLING_DEPENDENT	split_copy	split_with_sizes_copy	AB_OK	3	3	ZEROED
w23:473	0	COMPOSITIONAL	pixel_unshuffle	bitwise_left_shift	AB_OK	3	3	VALUE
w25:174	1	SIBLING_DEPENDENT	expm1	expm1	AB_OK	3	3	NONFINITE
w27:445	2	SIBLING_DEPENDENT	argmax	transpose_copy	AB_OK	3	3	ZEROED
w29:594	2	SIBLING_DEPENDENT	bitwise_or	div	AB_OK	3	3	VALUE
w30:39	0	SIBLING_DEPENDENT	unbind_copy	pow	AB_OK	3	3	ZEROED
w33:368	0	SIBLING_DEPENDENT	prod	squeeze_copy	AB_OK	3	3	ZEROED
w35:66	1	SIBLING_DEPENDENT	logical_or	roll	AB_OK	3	3	ZEROED
w37:604	0	COMPOSITIONAL	repeat	bitwise_right_shift;round;where	AB_OK	3	3	ZEROED
w39:508	0	SIBLING_DEPENDENT	repeat	mul	AB_OK	3	3	ZEROED
w40:88	1	COMPOSITIONAL	expand_copy	reciprocal;remainder	AB_OK	3	3	VALUE
w43:247	0	COMPOSITIONAL	sin	asinh	AB_OK	3	3	VALUE
w44:698	1	SIBLING_DEPENDENT	var	unbind_copy	AB_OK	3	3	NONFINITE
w47:429	0	SIBLING_DEPENDENT	replication_pad1d	sqrt	AB_OK	3	3	ZEROED
w49:398	0	SIBLING_DEPENDENT	scatter	prod	AB_OK	3	3	ZEROED
w4:561	1	SIBLING_DEPENDENT	min	expand_copy	AB_OK	3	3	NONFINITE
w51:393	0	SIBLING_DEPENDENT	sum	transpose_copy	AB_OK	3	3	VALUE
w53:247	4	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w55:355	0	COMPOSITIONAL	max	ceil;native_layer_norm	AB_OK	3	3	VALUE
w57:301	0	SIBLING_DEPENDENT	abs	clone	AB_OK	3	3	ZEROED
w59:536	0	COMPOSITIONAL	tan	bitwise_left_shift;sqrt;view_copy;expand_copy	AB_OK	3	3	NONFINITE
w5:687	3	SIBLING_DEPENDENT	mul	div;split_with_sizes_copy	AB_OK	3	3	ZEROED
w61:451	0	COMPOSITIONAL	atanh	bitwise_left_shift	AB_OK	3	3	NONFINITE
w62:307	0	SIBLING_DEPENDENT	gt	fmod	AB_OK	3	3	ZEROED
w64:291	2	SIBLING_DEPENDENT	min	constant_pad_nd	AB_OK	3	3	ZEROED
w66:138	1	SIBLING_DEPENDENT	fmod	lift_fresh_copy	AB_OK	3	3	ZEROED
w68:107	1	COMPOSITIONAL	logit	view_copy;native_layer_norm;sin;convolution	B_NOREPRO	0	3	?
w69:97	0	COMPOSITIONAL	elu	bitwise_left_shift	AB_OK	3	3	NONFINITE
w70:133	2	SIBLING_DEPENDENT	squeeze_copy	slice_scatter	AB_OK	3	3	ZEROED
w71:313	1	COMPOSITIONAL	atan2	squeeze_copy;bitwise_left_shift;abs	AB_OK	3	3	VALUE
w73:393	0	COMPOSITIONAL	isnan	native_group_norm	AB_OK	3	3	VALUE
w76:649	0	SIBLING_DEPENDENT	sqrt	logical_and	AB_OK	3	3	NONFINITE
w78:432	3	COMPOSITIONAL	slice_scatter	sum;_to_copy	AB_OK	3	3	VALUE
w7:43	1	SIBLING_DEPENDENT	abs	unbind_copy	AB_OK	3	3	ZEROED
w82:494	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w84:353	0	COMPOSITIONAL	unfold_copy	bitwise_left_shift;exp	AB_OK	3	3	ZEROED
w86:232	3	SIBLING_DEPENDENT	replication_pad2d	transpose_copy	AB_OK	3	3	ZEROED
w88:351	0	COMPOSITIONAL	diagonal_copy	bitwise_left_shift	AB_OK	3	3	VALUE
w89:578	0	COMPOSITIONAL	rsqrt	remainder	AB_OK	3	3	NONFINITE
w91:350	1	SIBLING_DEPENDENT	log2	clone	AB_OK	3	3	NONFINITE
w93:72	0	SIBLING_DEPENDENT	atan2	clone	AB_OK	3	3	ZEROED
w95:533	0	SIBLING_DEPENDENT	masked_scatter	permute_copy	AB_OK	3	3	NONFINITE
w98:404	1	COMPOSITIONAL	floor_divide	view_copy;_to_copy	AB_OK	3	3	VALUE
w99:488	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
