job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w61:48	1	COMPOSITIONAL	remainder	mul;remainder	AB_OK	3	3	VALUE
w62:643	0	COMPOSITIONAL	sigmoid	bitwise_left_shift	AB_OK	3	3	ZEROED
w64:737	0	COMPOSITIONAL	trunc	fill	AB_OK	3	3	ZEROED
w66:412	1	COMPOSITIONAL	_adaptive_avg_pool2d	native_group_norm	AB_OK	3	3	VALUE
w68:192	2	SIBLING_DEPENDENT	log2	where	AB_OK	3	3	NONFINITE
w6:159	0	COMPOSITIONAL	var	native_group_norm;elu	AB_OK	3	3	VALUE
w70:398	2	SIBLING_DEPENDENT	log10	squeeze_copy	AB_OK	3	3	ALIAS:n2
w71:511	0	SIBLING_DEPENDENT	lt	hardtanh	AB_OK	3	3	VALUE
w73:739	0	SIBLING_DEPENDENT	hardtanh	abs	AB_OK	3	3	ZEROED
w76:777	1	COMPOSITIONAL	minimum	view_copy;unbind_copy;ne	AB_OK	3	3	ZEROED
w78:645	2	SIBLING_DEPENDENT	maximum	maximum	AB_OK	3	3	ZEROED
w80:271	3	COMPOSITIONAL	prod	atanh;squeeze_copy;var;log1p	AB_OK	3	3	VALUE
w82:66	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w84:669	1	SIBLING_DEPENDENT	acos	alias_copy	AB_OK	3	3	NONFINITE
w87:107	1	SIBLING_DEPENDENT	abs	var_mean;sub	AB_OK	3	3	ZEROED
w88:86	2	COMPOSITIONAL	acosh	native_layer_norm	AB_OK	3	3	NONFINITE
w89:66	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w92:360	2	COMPOSITIONAL	transpose_copy	mul;bitwise_left_shift	AB_OK	3	3	VALUE
w94:231	0	COMPOSITIONAL	pow	split_with_sizes_copy;reciprocal;native_group_norm;lift_fresh_copy	AB_OK	3	3	VALUE
w96:163	3	SIBLING_DEPENDENT	transpose_copy	split_with_sizes_copy	AB_OK	3	3	ZEROED
w98:507	0	SIBLING_DEPENDENT	t_copy	amax	AB_OK	3	3	ZEROED
w99:613	2	SIBLING_DEPENDENT	remainder	unbind_copy	AB_OK	3	3	ZEROED
