job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w77:241	0	SIBLING_DEPENDENT	max	isinf	AB_OK	3	3	NONFINITE
w79:176	2	COMPOSITIONAL	sub	broadcast_to;squeeze_copy;_to_copy;ne;bitwise_and;prod	AB_OK	3	3	VALUE
w80:543	3	COMPOSITIONAL	bitwise_or	prod	AB_OK	3	3	SCALE:1.083
w83:141	0	COMPOSITIONAL	min	bitwise_left_shift	AB_OK	3	3	VALUE
w84:720	1	SIBLING_DEPENDENT	permute_copy	t_copy	AB_OK	3	3	NONFINITE
w87:247	1	SIBLING_DEPENDENT	transpose_copy	split_with_sizes_copy	AB_OK	3	3	NONFINITE
w89:159	1	COMPOSITIONAL	ne	fill;view_copy;_to_copy	AB_OK	3	3	VALUE
w8:209	0	COMPOSITIONAL	view_copy	bitwise_left_shift;gt;exp;amax	AB_OK	3	3	ALIAS:n2
w92:427	3	COMPOSITIONAL	min	native_group_norm	AB_OK	3	3	VALUE
w94:681	0	SIBLING_DEPENDENT	alias_copy	permute_copy	AB_OK	3	3	NONFINITE
w96:24	3	COMPOSITIONAL	sin	pow	AB_OK	3	3	VALUE
w98:638	1	SIBLING_DEPENDENT	div	sum	AB_OK	3	3	SCALE:1.438
w99:723	3	SIBLING_DEPENDENT	clamp	transpose_copy	AB_OK	3	3	ZEROED
