job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:546	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n1,n0	7	2	5	
w104:56	5	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			0	0	6	
w11:349	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n5	2		n3	8	3	5	
w115:704	1	CANT_ISOLATE										BUILD:SKIP
w121:296	0	CANT_ISOLATE										BUILD:SKIP
w127:130	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	4		n3,n2	19	3	6	
w17:556	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n3		12	4	4	
w21:219	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n7		5	1	4	
w27:15	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	3		n3,n2	10	4	4	
w31:691	0	CANT_ISOLATE										BUILD:SKIP
w37:91	2	CANT_ISOLATE										BUILD:SKIP
w42:69	0	CANT_ISOLATE										BUILD:SKIP
w48:259	1	INCONCLUSIVE	CONE_LOCAL	INCONCLUSIVE	n5	3			7	4	4	
w52:361	0	CANT_ISOLATE										BUILD:SKIP
w57:301	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n7		11	2	5	
w61:456	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n7		6	3	5	
w66:583	1	CANT_ISOLATE										BUILD:SKIP
w71:21	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n7		7	2	5	
w78:193	1	CANT_ISOLATE										BUILD:SKIP
w83:132	3	CANT_ISOLATE										BUILD:SKIP
w88:86	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n5	1		n0	11	3	5	
w93:615	0	CANT_ISOLATE										BUILD:SKIP
w98:464	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n5		8	4	4	
