job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:402	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n1	1		n0	0	0	5	
w103:600	0	DEV:TIMEOUT										DEV:TIMEOUT
w109:75	1	ERROR										list index out of range
w115:413	2	OPERATOR	CONE_LOCAL	OPERATOR	n7	4			2	2	3	
w120:53	0	CANT_ISOLATE										BUILD:SKIP
w126:472	2	ERROR										list index out of range
w16:79	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n1	1		n0	2	0	4	
w20:543	1	CANT_ISOLATE										BUILD:SKIP
w26:595	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	2		n0,n3	4	2	3	
w31:158	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n5		8	2	3	
w37:722	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n2	0	0	4	
w42:33	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	11	3	4	
w48:17	1	OPERATOR	CONE_LOCAL	OPERATOR	n8	4			1	1	5	
w51:649	4	CANT_ISOLATE										BUILD:SKIP
w57:179	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	0	0	6	
w61:299	2	OPERATOR	CONE_LOCAL	OPERATOR	n9	4			13	5	4	
w65:767	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	3		n2,n1	7	2	4	
w70:639	1	DEV:TIMEOUT										DEV:TIMEOUT
w77:58	4	OPERATOR	CONE_LOCAL	OPERATOR	n7	1			4	0	5	
w82:57	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n6		7	3	4	
w88:351	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n1	1		n0	7	0	3	
w93:347	1	CANT_ISOLATE										BUILD:SKIP
w98:241	1	OPERATOR	CONE_LOCAL	OPERATOR	n4	3			9	3	4	
w103:600	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n0,n2	10	4	4	
w109:75	1	CANT_ISOLATE										BUILD:SKIP
w126:472	2	CANT_ISOLATE										BUILD:SKIP
w70:639	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n7		9	6	4	
