job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:256	2	CANT_ISOLATE										BUILD:SKIP
w103:715	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	4		n0,n4	10	7	5	
w109:701	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n10		n3		15	8	4	
w115:43	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			5	2	4	
w120:596	4	OPERATOR	CONE_LOCAL	OPERATOR	n8	2			2	2	5	
w126:715	5	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n10	4		n6	1	1	6	
w16:745	0	CANT_ISOLATE										BUILD:SKIP
w20:546	0	OPERATOR	CONE_LOCAL	OPERATOR	n6	2			13	4	2	
w26:567	2	CANT_ISOLATE										BUILD:SKIP
w31:177	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	7	1	5	
w37:595	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n7		12	4	5	
w42:452	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	1		n0	2	1	4	
w48:140	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n5		5	3	5	
w51:739	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	3		n2	4	1	4	
w56:739	2	DEV:SKIP										DEV:SKIP
w61:353	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	1		n0	10	3	4	
w65:98	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n3		10	1	5	
w70:67	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n7		5	1	6	
w77:521	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n9		9	7	4	
w82:59	0	CANT_ISOLATE										BUILD:SKIP
w88:503	0	CANT_ISOLATE										BUILD:SKIP
w93:501	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n1	1	0	4	
w98:302	0	CANT_ISOLATE										BUILD:SKIP
w56:739	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	4		n0	10	7	4	
