job_id	out_idx	verdict	cone_size	required_siblings	detail
w0:11	2	OPERATOR	5		diverges alone (cone 5)
w0:114	1	OPERATOR	2		diverges alone (cone 2)
w0:129	1	GRAPHOPT	8	n8	needs siblings ['n8']
w0:14	1	GRAPHOPT	7	n7	needs siblings ['n7']
w0:147	0	OPERATOR	4		diverges alone (cone 4)
w0:148	0	OPERATOR	4		diverges alone (cone 4)
w0:151	4	OPERATOR	2		diverges alone (cone 2)
w0:154	1	OPERATOR	4		diverges alone (cone 4)
w0:158	0	OPERATOR	2		diverges alone (cone 2)
w0:16	1	OPERATOR	5		diverges alone (cone 5)
w0:162	0	OPERATOR	3		diverges alone (cone 3)
w0:164	2	OPERATOR	3		diverges alone (cone 3)
w0:166	0	OPERATOR	2		diverges alone (cone 2)
w0:171	2	OPERATOR	4		diverges alone (cone 4)
w0:172	1	GRAPHOPT	5	n8	needs siblings ['n8']
w0:176	1	GRAPHOPT	8	n7,n11	needs siblings ['n7', 'n11']
w0:186	0	OPERATOR	5		diverges alone (cone 5)
w0:196	1	NOREPRO	2		full graph diverges=False
w0:206	0	GRAPHOPT	5	n7	needs siblings ['n7']
w0:208	1	NOREPRO	2		full graph diverges=False
w0:213	1	OPERATOR	2		diverges alone (cone 2)
w0:215	0	OPERATOR	5		diverges alone (cone 5)
w0:22	1	GRAPHOPT	4	n3	needs siblings ['n3']
w0:238	1	OPERATOR	5		diverges alone (cone 5)
w0:245	0	GRAPHOPT	7	n8	needs siblings ['n8']
w0:248	0	OPERATOR	3		diverges alone (cone 3)
w0:252	0	OPERATOR	5		diverges alone (cone 5)
w0:256	0	GRAPHOPT	7	n13	needs siblings ['n13']
w0:26	2	OPERATOR	3		diverges alone (cone 3)
w0:260	0	OPERATOR	4		diverges alone (cone 4)
w0:270	2	NOREPRO	5		full graph diverges=False
w0:277	0	OPERATOR	8		diverges alone (cone 8)
w0:278	3	OPERATOR	5		diverges alone (cone 5)
w0:279	1	OPERATOR	4		diverges alone (cone 4)
w0:283	1	OPERATOR	2		diverges alone (cone 2)
w0:296	2	OPERATOR	3		diverges alone (cone 3)
w0:30	2	GRAPHOPT	10	n11	needs siblings ['n11']
w0:305	4	OPERATOR	4		diverges alone (cone 4)
w0:307	1	OPERATOR	5		diverges alone (cone 5)
w0:309	4	OPERATOR	4		diverges alone (cone 4)
w0:310	2	OPERATOR	4		diverges alone (cone 4)
w0:312	2	GRAPHOPT	8	n4,n6	needs siblings ['n4', 'n6']
w0:323	1	BISECT_HANG	-1		timeout 120s
w0:33	1	OPERATOR	3		diverges alone (cone 3)
w0:334	3	OPERATOR	6		diverges alone (cone 6)
w0:340	1	OPERATOR	4		diverges alone (cone 4)
w0:344	2	OPERATOR	4		diverges alone (cone 4)
w0:346	0	GRAPHOPT	5	n7	needs siblings ['n7']
w0:349	0	OPERATOR	6		diverges alone (cone 6)
w0:355	1	GRAPHOPT	7	n7	needs siblings ['n7']
w0:357	3	GRAPHOPT	5	n6	needs siblings ['n6']
w0:364	0	OPERATOR	3		diverges alone (cone 3)
w0:37	4	NOREPRO	4		full graph diverges=False
w0:370	1	OPERATOR	3		diverges alone (cone 3)
w0:374	1	OPERATOR	6		diverges alone (cone 6)
w0:375	0	OPERATOR	3		diverges alone (cone 3)
w0:379	3	OPERATOR	3		diverges alone (cone 3)
w0:390	2	GRAPHOPT	8	n7	needs siblings ['n7']
w0:391	1	OPERATOR	2		diverges alone (cone 2)
w0:400	0	OPERATOR	2		diverges alone (cone 2)
w0:402	1	OPERATOR	5		diverges alone (cone 5)
w0:403	2	OPERATOR	7		diverges alone (cone 7)
w0:404	2	GRAPHOPT	5	n5	needs siblings ['n5']
w0:414	0	GRAPHOPT	9	n10	needs siblings ['n10']
w0:418	0	OPERATOR	4		diverges alone (cone 4)
w0:420	0	OPERATOR	2		diverges alone (cone 2)
w0:428	1	GRAPHOPT	8	n8	needs siblings ['n8']
w0:43	1	OPERATOR	8		diverges alone (cone 8)
w0:432	3	OPERATOR	5		diverges alone (cone 5)
w0:439	1	GRAPHOPT	8	n8	needs siblings ['n8']
w0:446	1	OPERATOR	2		diverges alone (cone 2)
w0:449	2	OPERATOR	5		diverges alone (cone 5)
w0:451	0	GRAPHOPT	10	n9	needs siblings ['n9']
w0:453	2	OPERATOR	4		diverges alone (cone 4)
w0:462	0	OPERATOR	2		diverges alone (cone 2)
w0:463	1	OPERATOR	4		diverges alone (cone 4)
w0:466	0	OPERATOR	5		diverges alone (cone 5)
w0:470	0	GRAPHOPT	7	n9	needs siblings ['n9']
w0:480	0	OPERATOR	8		diverges alone (cone 8)
w0:484	2	OPERATOR	4		diverges alone (cone 4)
w0:49	0	OPERATOR	3		diverges alone (cone 3)
w0:498	1	OPERATOR	4		diverges alone (cone 4)
w0:505	1	OPERATOR	4		diverges alone (cone 4)
w0:506	2	GRAPHOPT	7	n3	needs siblings ['n3']
w0:51	1	OPERATOR	3		diverges alone (cone 3)
w0:515	1	GRAPHOPT	6	n4	needs siblings ['n4']
w0:516	0	OPERATOR	3		diverges alone (cone 3)
w0:518	0	OPERATOR	3		diverges alone (cone 3)
w0:519	0	OPERATOR	3		diverges alone (cone 3)
w0:544	1	OPERATOR	4		diverges alone (cone 4)
w0:547	2	OPERATOR	4		diverges alone (cone 4)
w0:555	0	OPERATOR	3		diverges alone (cone 3)
w0:561	0	GRAPHOPT	10	n10	needs siblings ['n10']
w0:563	0	OPERATOR	7		diverges alone (cone 7)
w0:568	2	OPERATOR	5		diverges alone (cone 5)
w0:570	0	OPERATOR	2		diverges alone (cone 2)
w0:572	0	OPERATOR	4		diverges alone (cone 4)
w0:577	0	OPERATOR	2		diverges alone (cone 2)
w0:585	1	OPERATOR	5		diverges alone (cone 5)
w0:589	1	GRAPHOPT	6	n8	needs siblings ['n8']
w0:591	1	GRAPHOPT	9	n3,n7,n8	needs siblings ['n3', 'n7', 'n8']
w0:597	0	NOREPRO	2		full graph diverges=False
w0:60	3	OPERATOR	4		diverges alone (cone 4)
w0:618	0	OPERATOR	4		diverges alone (cone 4)
w0:62	3	OPERATOR	3		diverges alone (cone 3)
w0:620	1	OPERATOR	6		diverges alone (cone 6)
w0:63	0	OPERATOR	3		diverges alone (cone 3)
w0:640	0	OPERATOR	4		diverges alone (cone 4)
w0:645	0	OPERATOR	3		diverges alone (cone 3)
w0:646	2	OPERATOR	9		diverges alone (cone 9)
w0:660	1	GRAPHOPT	4	n6	needs siblings ['n6']
w0:663	2	OPERATOR	3		diverges alone (cone 3)
w0:67	3	OPERATOR	4		diverges alone (cone 4)
w0:675	3	OPERATOR	3		diverges alone (cone 3)
w0:677	1	GRAPHOPT	7	n3	needs siblings ['n3']
w0:679	0	GRAPHOPT	8	n9	needs siblings ['n9']
w0:68	2	NOREPRO	4		full graph diverges=False
w0:680	1	OPERATOR	4		diverges alone (cone 4)
w0:689	3	OPERATOR	4		diverges alone (cone 4)
w0:690	3	GRAPHOPT	8	n6,n9	needs siblings ['n6', 'n9']
w0:694	1	GRAPHOPT	7	n10	needs siblings ['n10']
w0:70	0	OPERATOR	5		diverges alone (cone 5)
w0:708	2	OPERATOR	5		diverges alone (cone 5)
w0:709	2	OPERATOR	4		diverges alone (cone 4)
w0:71	1	OPERATOR	5		diverges alone (cone 5)
w0:716	0	GRAPHOPT	5	n7	needs siblings ['n7']
w0:718	1	OPERATOR	3		diverges alone (cone 3)
w0:721	0	OPERATOR	4		diverges alone (cone 4)
w0:727	0	NOREPRO	3		full graph diverges=False
w0:728	1	OPERATOR	4		diverges alone (cone 4)
w0:729	1	NOREPRO	6		full graph diverges=False
w0:732	0	OPERATOR	2		diverges alone (cone 2)
w0:733	0	OPERATOR	4		diverges alone (cone 4)
w0:737	2	OPERATOR	4		diverges alone (cone 4)
w0:739	0	OPERATOR	2		diverges alone (cone 2)
w0:74	1	OPERATOR	7		diverges alone (cone 7)
w0:740	0	GRAPHOPT	6	n8	needs siblings ['n8']
w0:746	2	OPERATOR	4		diverges alone (cone 4)
w0:750	0	OPERATOR	2		diverges alone (cone 2)
w0:751	1	OPERATOR	5		diverges alone (cone 5)
w0:755	2	OPERATOR	2		diverges alone (cone 2)
w0:765	0	GRAPHOPT	6	n6	needs siblings ['n6']
w0:768	0	OPERATOR	3		diverges alone (cone 3)
w0:77	1	GRAPHOPT	8	n2,n5,n6,n7	needs siblings ['n2', 'n5', 'n6', 'n7']
w0:84	1	OPERATOR	4		diverges alone (cone 4)
w0:85	2	NOREPRO	6		full graph diverges=False
w0:88	0	OPERATOR	2		diverges alone (cone 2)
w0:91	3	OPERATOR	3		diverges alone (cone 3)
w0:96	2	OPERATOR	7		diverges alone (cone 7)
w100:0	2	OPERATOR	6		diverges alone (cone 6)
w100:105	1	OPERATOR	3		diverges alone (cone 3)
w100:109	1	OPERATOR	9		diverges alone (cone 9)
w100:121	2	OPERATOR	4		diverges alone (cone 4)
w100:125	0	OPERATOR	4		diverges alone (cone 4)
w100:127	0	OPERATOR	5		diverges alone (cone 5)
w100:130	1	OPERATOR	5		diverges alone (cone 5)
w100:133	1	GRAPHOPT	5	n6	needs siblings ['n6']
w100:137	0	OPERATOR	5		diverges alone (cone 5)
w100:138	3	NOREPRO	3		full graph diverges=False
w100:14	3	OPERATOR	3		diverges alone (cone 3)
w100:149	3	NOREPRO	3		full graph diverges=False
w100:155	3	OPERATOR	3		diverges alone (cone 3)
w100:158	1	OPERATOR	6		diverges alone (cone 6)
w100:160	0	OPERATOR	2		diverges alone (cone 2)
w100:163	0	OPERATOR	4		diverges alone (cone 4)
w100:166	3	OPERATOR	4		diverges alone (cone 4)
w100:177	0	OPERATOR	2		diverges alone (cone 2)
w100:184	3	OPERATOR	3		diverges alone (cone 3)
w100:193	0	OPERATOR	2		diverges alone (cone 2)
w100:197	2	OPERATOR	3		diverges alone (cone 3)
w100:20	2	OPERATOR	3		diverges alone (cone 3)
w100:204	1	OPERATOR	4		diverges alone (cone 4)
w100:205	1	OPERATOR	4		diverges alone (cone 4)
w100:217	2	OPERATOR	4		diverges alone (cone 4)
w100:219	0	GRAPHOPT	7	n9	needs siblings ['n9']
w100:240	1	OPERATOR	4		diverges alone (cone 4)
w100:25	2	GRAPHOPT	8	n9	needs siblings ['n9']
w100:258	3	OPERATOR	3		diverges alone (cone 3)
w100:27	0	OPERATOR	2		diverges alone (cone 2)
w100:289	2	OPERATOR	7		diverges alone (cone 7)
w100:290	0	OPERATOR	3		diverges alone (cone 3)
w100:298	0	OPERATOR	3		diverges alone (cone 3)
w100:299	2	OPERATOR	5		diverges alone (cone 5)
w100:30	0	OPERATOR	4		diverges alone (cone 4)
w100:304	0	OPERATOR	3		diverges alone (cone 3)
w100:309	0	GRAPHOPT	8	n10	needs siblings ['n10']
w100:310	1	GRAPHOPT	11	n12	needs siblings ['n12']
w100:320	2	OPERATOR	4		diverges alone (cone 4)
w100:323	2	OPERATOR	3		diverges alone (cone 3)
w100:324	2	OPERATOR	5		diverges alone (cone 5)
w100:329	0	NOREPRO	6		full graph diverges=False
w100:347	1	OPERATOR	5		diverges alone (cone 5)
w100:348	1	OPERATOR	8		diverges alone (cone 8)
w100:353	0	OPERATOR	3		diverges alone (cone 3)
w100:355	0	OPERATOR	2		diverges alone (cone 2)
w100:358	1	OPERATOR	3		diverges alone (cone 3)
w100:364	3	OPERATOR	3		diverges alone (cone 3)
w100:368	3	NOREPRO	4		full graph diverges=False
w100:37	0	OPERATOR	2		diverges alone (cone 2)
w100:376	2	OPERATOR	7		diverges alone (cone 7)
w100:382	2	OPERATOR	8		diverges alone (cone 8)
w100:387	3	OPERATOR	3		diverges alone (cone 3)
w100:388	0	OPERATOR	3		diverges alone (cone 3)
w100:389	0	GRAPHOPT	5	n5	needs siblings ['n5']
w100:400	1	OPERATOR	5		diverges alone (cone 5)
w100:403	0	OPERATOR	2		diverges alone (cone 2)
w100:412	2	OPERATOR	4		diverges alone (cone 4)
w100:416	2	OPERATOR	5		diverges alone (cone 5)
w100:417	2	GRAPHOPT	5	n7	needs siblings ['n7']
w100:421	1	OPERATOR	5		diverges alone (cone 5)
w100:422	2	OPERATOR	7		diverges alone (cone 7)
w100:423	1	GRAPHOPT	7	n7	needs siblings ['n7']
w100:425	1	NOREPRO	4		full graph diverges=False
w100:430	0	GRAPHOPT	8	n9	needs siblings ['n9']
w100:431	3	NOREPRO	3		full graph diverges=False
w100:433	2	NOREPRO	4		full graph diverges=False
w100:436	0	NOREPRO	3		full graph diverges=False
w100:441	0	OPERATOR	5		diverges alone (cone 5)
w100:446	3	OPERATOR	3		diverges alone (cone 3)
w100:450	0	GRAPHOPT	4	n6	needs siblings ['n6']
w100:452	1	NOREPRO	4		full graph diverges=False
w100:453	0	OPERATOR	6		diverges alone (cone 6)
w100:458	2	NOREPRO	5		full graph diverges=False
w100:465	3	OPERATOR	3		diverges alone (cone 3)
w100:475	0	OPERATOR	4		diverges alone (cone 4)
w100:476	2	GRAPHOPT	6	n4	needs siblings ['n4']
w100:479	1	GRAPHOPT	10	n6	needs siblings ['n6']
w100:488	1	OPERATOR	2		diverges alone (cone 2)
w100:490	2	OPERATOR	4		diverges alone (cone 4)
w100:492	1	OPERATOR	5		diverges alone (cone 5)
w100:493	0	OPERATOR	4		diverges alone (cone 4)
w100:505	1	OPERATOR	5		diverges alone (cone 5)
w100:512	2	OPERATOR	4		diverges alone (cone 4)
w100:518	1	OPERATOR	5		diverges alone (cone 5)
w100:522	1	GRAPHOPT	6	n5	needs siblings ['n5']
w100:524	1	OPERATOR	6		diverges alone (cone 6)
w100:525	0	OPERATOR	5		diverges alone (cone 5)
w100:534	1	OPERATOR	5		diverges alone (cone 5)
w100:535	2	NOREPRO	5		full graph diverges=False
w100:538	1	OPERATOR	4		diverges alone (cone 4)
w100:539	0	OPERATOR	2		diverges alone (cone 2)
w100:543	2	OPERATOR	5		diverges alone (cone 5)
w100:546	2	OPERATOR	3		diverges alone (cone 3)
w100:550	1	OPERATOR	5		diverges alone (cone 5)
w100:564	3	NOREPRO	3		full graph diverges=False
w100:569	2	OPERATOR	5		diverges alone (cone 5)
w100:57	3	OPERATOR	4		diverges alone (cone 4)
w100:574	0	OPERATOR	4		diverges alone (cone 4)
w100:575	0	GRAPHOPT	5	n6	needs siblings ['n6']
w100:586	0	OPERATOR	5		diverges alone (cone 5)
w100:597	0	GRAPHOPT	6	n5	needs siblings ['n5']
w100:6	2	OPERATOR	3		diverges alone (cone 3)
w100:60	0	OPERATOR	3		diverges alone (cone 3)
w100:600	1	OPERATOR	4		diverges alone (cone 4)
w100:601	0	OPERATOR	6		diverges alone (cone 6)
w100:602	1	NOREPRO	4		full graph diverges=False
w100:616	0	OPERATOR	2		diverges alone (cone 2)
w100:617	1	OPERATOR	5		diverges alone (cone 5)
w100:62	0	OPERATOR	3		diverges alone (cone 3)
w100:630	2	OPERATOR	6		diverges alone (cone 6)
w100:631	1	GRAPHOPT	8	n5,n7	needs siblings ['n5', 'n7']
w100:633	0	OPERATOR	3		diverges alone (cone 3)
w100:644	0	OPERATOR	2		diverges alone (cone 2)
w100:657	1	OPERATOR	4		diverges alone (cone 4)
w100:659	2	OPERATOR	5		diverges alone (cone 5)
w100:66	4	GRAPHOPT	4	n6	needs siblings ['n6']
w100:678	1	NOREPRO	7		full graph diverges=False
w100:68	0	GRAPHOPT	8	n7,n9	needs siblings ['n7', 'n9']
w100:682	0	GRAPHOPT	8	n8	needs siblings ['n8']
w100:689	0	GRAPHOPT	12	n11	needs siblings ['n11']
w100:69	2	OPERATOR	5		diverges alone (cone 5)
w100:690	0	OPERATOR	4		diverges alone (cone 4)
w100:692	2	GRAPHOPT	4	n6	needs siblings ['n6']
w100:694	0	OPERATOR	2		diverges alone (cone 2)
w100:695	2	OPERATOR	3		diverges alone (cone 3)
w100:70	1	OPERATOR	3		diverges alone (cone 3)
w100:702	0	GRAPHOPT	3	n7	needs siblings ['n7']
w100:707	1	OPERATOR	4		diverges alone (cone 4)
w100:711	0	OPERATOR	4		diverges alone (cone 4)
w100:712	2	OPERATOR	6		diverges alone (cone 6)
w100:713	0	GRAPHOPT	8	n9	needs siblings ['n9']
w100:715	1	GRAPHOPT	6	n6	needs siblings ['n6']
w100:717	1	OPERATOR	3		diverges alone (cone 3)
w100:721	0	OPERATOR	3		diverges alone (cone 3)
w100:727	3	GRAPHOPT	10	n9	needs siblings ['n9']
w100:729	2	OPERATOR	5		diverges alone (cone 5)
w100:74	2	OPERATOR	4		diverges alone (cone 4)
w100:745	0	OPERATOR	3		diverges alone (cone 3)
w100:746	0	OPERATOR	3		diverges alone (cone 3)
w100:75	2	OPERATOR	3		diverges alone (cone 3)
w100:752	2	OPERATOR	4		diverges alone (cone 4)
w100:753	2	OPERATOR	3		diverges alone (cone 3)
w100:757	0	OPERATOR	3		diverges alone (cone 3)
w100:758	0	GRAPHOPT	8	n9	needs siblings ['n9']
w100:760	0	OPERATOR	4		diverges alone (cone 4)
w100:767	0	OPERATOR	3		diverges alone (cone 3)
w100:79	0	GRAPHOPT	5	n8	needs siblings ['n8']
w100:83	0	OPERATOR	2		diverges alone (cone 2)
w100:84	2	OPERATOR	5		diverges alone (cone 5)
w100:86	1	NOREPRO	4		full graph diverges=False
w100:87	1	GRAPHOPT	4	n5	needs siblings ['n5']
w100:9	2	OPERATOR	4		diverges alone (cone 4)
w100:90	0	OPERATOR	3		diverges alone (cone 3)
w100:95	3	OPERATOR	4		diverges alone (cone 4)
w100:99	1	OPERATOR	9		diverges alone (cone 9)
w101:102	0	GRAPHOPT	10	n5,n7,n9	needs siblings ['n5', 'n7', 'n9']
w101:107	0	GRAPHOPT	4	n5	needs siblings ['n5']
w101:109	2	NOREPRO	3		full graph diverges=False
w101:111	1	GRAPHOPT	5	n6	needs siblings ['n6']
w101:116	2	OPERATOR	7		diverges alone (cone 7)
w101:124	3	OPERATOR	6		diverges alone (cone 6)
w101:126	1	OPERATOR	3		diverges alone (cone 3)
w101:13	3	OPERATOR	7		diverges alone (cone 7)
w101:130	2	OPERATOR	3		diverges alone (cone 3)
w101:136	0	OPERATOR	4		diverges alone (cone 4)
w101:138	1	OPERATOR	4		diverges alone (cone 4)
w101:141	0	OPERATOR	2		diverges alone (cone 2)
w101:145	3	OPERATOR	3		diverges alone (cone 3)
w101:156	1	OPERATOR	3		diverges alone (cone 3)
w101:158	0	OPERATOR	4		diverges alone (cone 4)
w101:160	0	OPERATOR	3		diverges alone (cone 3)
w101:172	0	OPERATOR	10		diverges alone (cone 10)
w101:183	1	GRAPHOPT	12	n14	needs siblings ['n14']
w101:186	0	OPERATOR	2		diverges alone (cone 2)
w101:191	3	NOREPRO	3		full graph diverges=False
w101:192	0	OPERATOR	3		diverges alone (cone 3)
w101:193	1	GRAPHOPT	11	n10,n11	needs siblings ['n10', 'n11']
w101:198	0	NOREPRO	2		full graph diverges=False
w101:206	1	OPERATOR	4		diverges alone (cone 4)
w101:207	2	OPERATOR	3		diverges alone (cone 3)
w101:208	1	GRAPHOPT	5	n7	needs siblings ['n7']
w101:223	0	OPERATOR	2		diverges alone (cone 2)
w101:235	2	OPERATOR	4		diverges alone (cone 4)
w101:242	4	NOREPRO	3		full graph diverges=False
w101:249	0	OPERATOR	5		diverges alone (cone 5)
w101:25	0	OPERATOR	2		diverges alone (cone 2)
w101:251	1	GRAPHOPT	9	n8,n9	needs siblings ['n8', 'n9']
w101:254	0	NOREPRO	2		full graph diverges=False
w101:255	1	OPERATOR	2		diverges alone (cone 2)
w101:262	3	GRAPHOPT	5	n1	needs siblings ['n1']
w101:263	1	OPERATOR	3		diverges alone (cone 3)
w101:264	3	OPERATOR	4		diverges alone (cone 4)
w101:268	2	NOREPRO	3		full graph diverges=False
w101:270	1	OPERATOR	3		diverges alone (cone 3)
w101:271	3	NOREPRO	3		full graph diverges=False
w101:276	2	OPERATOR	4		diverges alone (cone 4)
w101:28	2	OPERATOR	4		diverges alone (cone 4)
w101:280	0	GRAPHOPT	4	n5	needs siblings ['n5']
w101:293	2	OPERATOR	7		diverges alone (cone 7)
w101:299	2	OPERATOR	3		diverges alone (cone 3)
w101:307	0	OPERATOR	3		diverges alone (cone 3)
w101:309	3	OPERATOR	4		diverges alone (cone 4)
w101:31	1	OPERATOR	3		diverges alone (cone 3)
w101:310	2	OPERATOR	4		diverges alone (cone 4)
w101:312	3	NOREPRO	4		full graph diverges=False
w101:318	0	OPERATOR	5		diverges alone (cone 5)
w101:320	0	OPERATOR	2		diverges alone (cone 2)
w101:323	0	OPERATOR	2		diverges alone (cone 2)
w101:325	0	OPERATOR	2		diverges alone (cone 2)
w101:331	0	OPERATOR	2		diverges alone (cone 2)
w101:340	3	OPERATOR	5		diverges alone (cone 5)
w101:348	2	OPERATOR	3		diverges alone (cone 3)
w101:350	1	OPERATOR	4		diverges alone (cone 4)
w101:359	0	GRAPHOPT	6	n8	needs siblings ['n8']
w101:362	0	OPERATOR	5		diverges alone (cone 5)
w101:364	1	NOREPRO	7		full graph diverges=False
w101:370	1	OPERATOR	10		diverges alone (cone 10)
w101:381	1	OPERATOR	5		diverges alone (cone 5)
w101:383	2	GRAPHOPT	4	n3	needs siblings ['n3']
w101:384	0	OPERATOR	3		diverges alone (cone 3)
w101:387	0	OPERATOR	2		diverges alone (cone 2)
w101:389	0	OPERATOR	3		diverges alone (cone 3)
w101:403	2	OPERATOR	4		diverges alone (cone 4)
w101:407	3	OPERATOR	6		diverges alone (cone 6)
w101:408	0	OPERATOR	4		diverges alone (cone 4)
w101:412	1	OPERATOR	2		diverges alone (cone 2)
w101:413	0	NOREPRO	7		full graph diverges=False
w101:414	3	OPERATOR	6		diverges alone (cone 6)
w101:419	0	NOREPRO	2		full graph diverges=False
w101:423	1	OPERATOR	7		diverges alone (cone 7)
w101:425	0	OPERATOR	4		diverges alone (cone 4)
w101:428	2	OPERATOR	2		diverges alone (cone 2)
w101:440	1	OPERATOR	3		diverges alone (cone 3)
w101:446	3	OPERATOR	4		diverges alone (cone 4)
w101:449	0	OPERATOR	8		diverges alone (cone 8)
w101:451	0	OPERATOR	2		diverges alone (cone 2)
w101:453	0	GRAPHOPT	4	n7	needs siblings ['n7']
w101:454	3	OPERATOR	4		diverges alone (cone 4)
w101:455	2	OPERATOR	4		diverges alone (cone 4)
w101:459	2	OPERATOR	8		diverges alone (cone 8)
w101:46	0	OPERATOR	4		diverges alone (cone 4)
w101:463	1	NOREPRO	4		full graph diverges=False
w101:464	3	NOREPRO	4		full graph diverges=False
w101:47	0	GRAPHOPT	6	n7	needs siblings ['n7']
w101:470	1	OPERATOR	6		diverges alone (cone 6)
w101:474	0	OPERATOR	6		diverges alone (cone 6)
w101:475	3	OPERATOR	3		diverges alone (cone 3)
w101:479	0	OPERATOR	2		diverges alone (cone 2)
w101:486	0	OPERATOR	3		diverges alone (cone 3)
w101:487	1	OPERATOR	3		diverges alone (cone 3)
w101:488	2	NOREPRO	9		full graph diverges=False
w101:491	0	OPERATOR	4		diverges alone (cone 4)
w101:498	2	OPERATOR	9		diverges alone (cone 9)
w101:502	1	OPERATOR	4		diverges alone (cone 4)
w101:508	0	OPERATOR	6		diverges alone (cone 6)
w101:52	1	OPERATOR	5		diverges alone (cone 5)
w101:520	0	OPERATOR	2		diverges alone (cone 2)
w101:522	0	OPERATOR	3		diverges alone (cone 3)
w101:525	3	OPERATOR	3		diverges alone (cone 3)
w101:527	1	OPERATOR	4		diverges alone (cone 4)
w101:536	0	OPERATOR	8		diverges alone (cone 8)
w101:54	0	OPERATOR	3		diverges alone (cone 3)
w101:543	3	OPERATOR	3		diverges alone (cone 3)
w101:545	0	GRAPHOPT	5	n7	needs siblings ['n7']
w101:546	1	GRAPHOPT	7	n5	needs siblings ['n5']
w101:549	4	OPERATOR	2		diverges alone (cone 2)
w101:552	0	OPERATOR	3		diverges alone (cone 3)
w101:553	0	OPERATOR	3		diverges alone (cone 3)
w101:560	0	OPERATOR	4		diverges alone (cone 4)
w101:568	4	OPERATOR	8		diverges alone (cone 8)
w101:573	0	OPERATOR	4		diverges alone (cone 4)
w101:575	2	OPERATOR	6		diverges alone (cone 6)
w101:576	0	GRAPHOPT	8	n8	needs siblings ['n8']
w101:583	0	NOREPRO	3		full graph diverges=False
w101:589	0	OPERATOR	6		diverges alone (cone 6)
w101:594	0	NOREPRO	3		full graph diverges=False
w101:60	0	OPERATOR	3		diverges alone (cone 3)
w101:606	0	OPERATOR	3		diverges alone (cone 3)
w101:608	0	OPERATOR	2		diverges alone (cone 2)
w101:61	0	NOREPRO	3		full graph diverges=False
w101:611	0	OPERATOR	3		diverges alone (cone 3)
w101:619	2	OPERATOR	3		diverges alone (cone 3)
w101:623	0	OPERATOR	4		diverges alone (cone 4)
w101:640	1	OPERATOR	3		diverges alone (cone 3)
w101:651	0	OPERATOR	7		diverges alone (cone 7)
w101:659	3	OPERATOR	3		diverges alone (cone 3)
w101:662	0	OPERATOR	5		diverges alone (cone 5)
w101:672	1	OPERATOR	9		diverges alone (cone 9)
w101:69	0	OPERATOR	4		diverges alone (cone 4)
w101:691	1	NOREPRO	3		full graph diverges=False
w101:696	1	OPERATOR	7		diverges alone (cone 7)
w101:7	1	GRAPHOPT	9	n9	needs siblings ['n9']
w101:702	1	OPERATOR	4		diverges alone (cone 4)
w101:703	0	OPERATOR	6		diverges alone (cone 6)
w101:705	2	OPERATOR	2		diverges alone (cone 2)
w101:71	0	OPERATOR	3		diverges alone (cone 3)
w101:710	2	NOREPRO	5		full graph diverges=False
w101:718	1	GRAPHOPT	9	n8,n9	needs siblings ['n8', 'n9']
w101:730	1	OPERATOR	4		diverges alone (cone 4)
w101:738	1	OPERATOR	4		diverges alone (cone 4)
w101:739	2	OPERATOR	5		diverges alone (cone 5)
w101:74	0	OPERATOR	4		diverges alone (cone 4)
w101:749	1	OPERATOR	7		diverges alone (cone 7)
w101:750	1	OPERATOR	6		diverges alone (cone 6)
w101:751	4	OPERATOR	2		diverges alone (cone 2)
w101:752	0	OPERATOR	2		diverges alone (cone 2)
w101:753	1	OPERATOR	4		diverges alone (cone 4)
w101:755	0	OPERATOR	4		diverges alone (cone 4)
w101:767	0	OPERATOR	4		diverges alone (cone 4)
w101:772	0	OPERATOR	3		diverges alone (cone 3)
w101:775	1	OPERATOR	8		diverges alone (cone 8)
w101:781	3	OPERATOR	4		diverges alone (cone 4)
w101:83	2	OPERATOR	5		diverges alone (cone 5)
w101:84	1	NOREPRO	4		full graph diverges=False
w101:89	3	OPERATOR	3		diverges alone (cone 3)
w101:95	1	OPERATOR	4		diverges alone (cone 4)
w101:96	0	OPERATOR	2		diverges alone (cone 2)
w101:98	1	OPERATOR	2		diverges alone (cone 2)
w101:99	0	OPERATOR	4		diverges alone (cone 4)
w102:10	0	OPERATOR	2		diverges alone (cone 2)
w102:102	3	OPERATOR	8		diverges alone (cone 8)
w102:104	1	GRAPHOPT	7	n11	needs siblings ['n11']
w102:11	0	OPERATOR	2		diverges alone (cone 2)
w102:117	0	OPERATOR	5		diverges alone (cone 5)
w102:121	0	GRAPHOPT	6	n7	needs siblings ['n7']
w102:132	0	OPERATOR	8		diverges alone (cone 8)
w102:139	1	OPERATOR	5		diverges alone (cone 5)
w102:145	1	OPERATOR	4		diverges alone (cone 4)
w102:146	2	GRAPHOPT	7	n4	needs siblings ['n4']
w102:149	0	NOREPRO	4		full graph diverges=False
w102:155	3	GRAPHOPT	5	n5	needs siblings ['n5']
w102:158	1	OPERATOR	5		diverges alone (cone 5)
w102:16	2	OPERATOR	4		diverges alone (cone 4)
w102:165	0	OPERATOR	4		diverges alone (cone 4)
w102:167	0	OPERATOR	6		diverges alone (cone 6)
w102:176	0	GRAPHOPT	7	n9	needs siblings ['n9']
w102:201	0	NOREPRO	3		full graph diverges=False
