job_id	out_idx	verdict	cone_size	required	detail
w0:358	2	LOWERFAIL			BUILD:SKIP
w1:102	1	OPERATOR	1		
w1:456	1	LOWERFAIL			BUILD:SKIP
w1:510	4	OPERATOR	4		
w1:781	1	SIBLING_DEPENDENT	5	n7	
w10:499	0	LOWERFAIL			BUILD:SKIP
w100:448	1	LOWERFAIL			BUILD:SKIP
w100:626	2	LOWERFAIL			BUILD:SKIP
w101:255	1	LOWERFAIL			BUILD:SKIP
w101:322	1	OPERATOR	3		
w101:351	0	OPERATOR	1		
w102:100	0	LOWERFAIL			BUILD:SKIP
w103:127	0	SIBLING_DEPENDENT	3	n4	
w103:383	0	COMPOSITIONAL	3	n1,n2	
w103:475	1	SIBLING_DEPENDENT	3	n3	
w103:508	2	LOWERFAIL			BUILD:SKIP
w103:598	0	LOWERFAIL			BUILD:SKIP
w104:187	2	COMPOSITIONAL	2	n0,n4	
w104:373	0	OPERATOR	1		
w104:413	0	INCONCLUSIVE			output_set
w104:767	4	SIBLING_DEPENDENT	4	n6	
w105:249	1	COMPOSITIONAL	2	n1	
w105:275	0	LOWERFAIL			BUILD:SKIP
w105:643	3	LOWERFAIL			BUILD:SKIP
w107:357	2	LOWERFAIL			BUILD:SKIP
w107:426	0	LOWERFAIL			BUILD:SKIP
w108:275	0	LOWERFAIL			BUILD:SKIP
w108:332	1	LOWERFAIL			BUILD:SKIP
w108:35	0	LOWERFAIL			BUILD:SKIP
w109:327	0	SIBLING_DEPENDENT	3	n8,n12	
w109:58	0	COMPOSITIONAL	2	n1	
w109:77	2	SIBLING_DEPENDENT	4	n7	
w11:176	1	SIBLING_DEPENDENT	5	n5	
w11:451	0	SIBLING_DEPENDENT	4	n7	
w11:542	3	SIBLING_DEPENDENT	3	n4,n6	
w11:657	3	OPERATOR	6		
w110:765	0	OPERATOR	1		
w111:22	0	LOWERFAIL			BUILD:SKIP
w111:59	1	COMPOSITIONAL	2	n5	
w111:570	1	OPERATOR	2		
w112:479	1	COMPOSITIONAL	2	n3	
w114:152	3	LOWERFAIL			BUILD:SKIP
w114:292	0	OPERATOR	2		
w114:323	3	LOWERFAIL			BUILD:SKIP
w115:24	0	LOWERFAIL			BUILD:SKIP
w115:596	3	LOWERFAIL			BUILD:SKIP
w116:403	0	LOWERFAIL			BUILD:SKIP
w116:65	1	COMPOSITIONAL	2	n0,n3	
w117:633	1	OPERATOR	1		
w118:46	1	COMPOSITIONAL	3	n3	
w118:466	3	SIBLING_DEPENDENT	5	n8	
w119:308	0	LOWERFAIL			BUILD:SKIP
w12:215	1	SIBLING_DEPENDENT	1	n6	
w12:292	1	SIBLING_DEPENDENT	2	n7	
w12:358	0	COMPOSITIONAL	1	n0	
w120:675	0	SIBLING_DEPENDENT	3	n5	
w121:325	2	SIBLING_DEPENDENT	3	n3	
w121:377	1	LOWERFAIL			BUILD:SKIP
w122:439	0	SIBLING_DEPENDENT	2	n9	
w122:470	3	LOWERFAIL			BUILD:SKIP
w122:657	1	OPERATOR	10		
w123:458	4	LOWERFAIL			BUILD:SKIP
w0:358	2	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w1:456	1	CONE_LOCAL_CANT_SPLIT	8		cone_build_skip
w10:499	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w100:448	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w100:626	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w101:255	1	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w102:100	0	COMPOSITIONAL	8	n3,n1,n2	
w103:508	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w103:598	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w105:275	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w105:643	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w107:357	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w107:426	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w108:275	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w108:332	1	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w108:35	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w111:22	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w114:152	3	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w114:323	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w115:24	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w115:596	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w116:403	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w119:308	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w121:377	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w122:470	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w123:458	4	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w124:414	0	SIBLING_DEPENDENT	4	n4	
w125:163	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w125:571	4	LOWERFAIL			BUILD:SKIP
w125:77	1	SIBLING_DEPENDENT	3	n5	
w126:398	1	OPERATOR	2		
w126:449	1	SIBLING_DEPENDENT	2	n4	
w126:464	0	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w126:579	1	OPERATOR	1		
w126:706	1	SIBLING_DEPENDENT	3	n7	
w127:121	1	SIBLING_DEPENDENT	2	n7	
w127:162	1	SIBLING_DEPENDENT	3	n7	
w13:67	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w14:14	2	SIBLING_DEPENDENT	4	n8,n11	
w14:42	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w14:460	0	SIBLING_DEPENDENT	3	n5	
w15:543	1	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w15:775	0	SIBLING_DEPENDENT	3	n10	
w17:214	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w17:254	4	OPERATOR	2		
w18:141	0	SIBLING_DEPENDENT	2	n5	
w18:446	4	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w18:506	1	COMPOSITIONAL	2	n1	
w19:150	2	SIBLING_DEPENDENT	3	n6,n10	
w19:202	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w19:468	0	SIBLING_DEPENDENT	5	n8	
w19:575	2	COMPOSITIONAL	5	n5	
w19:662	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w2:99	0	SIBLING_DEPENDENT	2	n7	
w20:400	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w20:47	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w20:560	2	OPERATOR	5		
w20:590	3	OPERATOR	3		
w21:281	0	SIBLING_DEPENDENT	2	n7	
w21:454	0	COMPOSITIONAL	3	n0	
w22:293	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w23:410	1	OPERATOR	3		
w23:709	2	COMPOSITIONAL	3	n4	
