job_id	out_idx	verdict	cone_size	required	detail
w0:582	2	LOWERFAIL			BUILD:SKIP
w0:599	1	LOWERFAIL			BUILD:SKIP
w1:440	3	COMPOSITIONAL	5	n4,n6	
w1:66	1	OPERATOR	2		
w100:160	3	SIBLING_DEPENDENT	4	n4	
w100:289	2	ERROR			DEV:SKIP
w100:443	0	SIBLING_DEPENDENT	3	n6	
w100:536	1	LOWERFAIL			BUILD:SKIP
w100:723	1	COMPOSITIONAL	3	n2	
w101:421	3	COMPOSITIONAL	4	n3	
w102:159	1	COMPOSITIONAL	1	n0	
w102:205	2	OPERATOR	6		
w102:576	3	DEV:TIMEOUT			DEV:TIMEOUT
w102:688	2	LOWERFAIL			BUILD:SKIP
w103:218	0	OPERATOR	2		
w103:272	2	COMPOSITIONAL	2	n2	
w104:126	1	LOWERFAIL			BUILD:SKIP
w104:313	4	OPERATOR	2		
w104:639	3	LOWERFAIL			BUILD:SKIP
w104:80	2	LOWERFAIL			BUILD:SKIP
w105:105	1	SIBLING_DEPENDENT	4	n2	
w105:412	1	OPERATOR	3		
w105:472	1	LOWERFAIL			BUILD:SKIP
w106:547	0	LOWERFAIL			BUILD:SKIP
w107:362	1	LOWERFAIL			BUILD:SKIP
w107:483	1	OPERATOR	1		
w108:199	2	LOWERFAIL			BUILD:SKIP
w109:593	1	LOWERFAIL			BUILD:SKIP
w109:597	1	OPERATOR	2		
w11:40	1	OPERATOR	2		
w11:466	1	LOWERFAIL			BUILD:SKIP
w11:490	2	SIBLING_DEPENDENT	3	n7	
w11:552	2	OPERATOR	1		
w110:164	2	LOWERFAIL			BUILD:SKIP
w110:202	1	LOWERFAIL			BUILD:SKIP
w110:285	3	LOWERFAIL			BUILD:SKIP
w110:479	3	LOWERFAIL			BUILD:SKIP
w110:48	3	OPERATOR	2		
w111:645	2	SIBLING_DEPENDENT	3	n1	
w113:403	2	SIBLING_DEPENDENT	4	n6,n7	
w113:561	1	OPERATOR	1		
w114:301	3	LOWERFAIL			BUILD:SKIP
w115:2	0	OPERATOR	3		
w115:455	0	LOWERFAIL			BUILD:SKIP
w116:290	0	LOWERFAIL			BUILD:SKIP
w116:79	1	LOWERFAIL			BUILD:SKIP
w117:477	1	COMPOSITIONAL	6	n5,n6	
w118:405	1	OPERATOR	3		
w119:48	2	LOWERFAIL			BUILD:SKIP
w12:107	2	LOWERFAIL			BUILD:SKIP
w12:176	1	SIBLING_DEPENDENT	4	n2	
w12:428	2	OPERATOR	5		
w12:674	0	SIBLING_DEPENDENT	2	n4	
w120:0	1	LOWERFAIL			BUILD:SKIP
w120:103	1	SIBLING_DEPENDENT	3	n6	
w120:269	3	SIBLING_DEPENDENT	3	n2	
w120:459	3	LOWERFAIL			BUILD:SKIP
w121:278	0	SIBLING_DEPENDENT	3	n9	
w121:382	1	LOWERFAIL			BUILD:SKIP
w121:628	0	SIBLING_DEPENDENT	4	n5	
w123:681	3	OPERATOR	2		
w0:582	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w0:599	1	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w100:289	2	ERROR			DEV:SKIP
w100:536	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w102:576	3	COMPOSITIONAL	4	n4,n3	
w102:688	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w104:126	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w104:639	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w104:80	2	LOWERFAIL			BUILD:SKIP
w105:472	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w106:547	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w107:362	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w108:199	2	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w109:593	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w11:466	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w110:164	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w110:202	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w110:285	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w110:479	3	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w114:301	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w115:455	0	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w116:290	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w116:79	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w119:48	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w12:107	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w120:0	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w120:459	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w121:382	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w125:432	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w125:517	0	SIBLING_DEPENDENT	3	n6	
w126:182	3	SIBLING_DEPENDENT	4	n2	
w127:239	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w13:235	3	SIBLING_DEPENDENT	3	n2	
w13:546	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w13:582	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w13:79	3	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w14:459	2	DEV:TIMEOUT			DEV:TIMEOUT
w14:595	3	SIBLING_DEPENDENT	4	n7	
w14:79	0	COMPOSITIONAL	2	n0,n2	
w15:148	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w15:361	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w15:63	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w15:693	2	CONE_LOCAL_CANT_SPLIT	9		cone_build_skip
w15:633	2	SIBLING_DEPENDENT	3	n5	
w16:168	3	SIBLING_DEPENDENT	3	n3	
w16:343	1	OPERATOR	2		
w16:40	1	COMPOSITIONAL	2	n5	
w17:543	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w17:758	2	SIBLING_DEPENDENT	3	n4,n7	
