w109:678	0	out[0] max|delta|=2.882e+17 (rtol=0.0 atol=0.0)
w109:6	0	out[0] non-finite mismatch (nan/inf positions differ)
w109:685	1	out[1] non-finite mismatch (nan/inf positions differ)
w109:75	1	out[1] non-finite mismatch (nan/inf positions differ)
w109:701	3	out[3] non-finite mismatch (nan/inf positions differ)
w11:177	1	out[1] non-finite mismatch (nan/inf positions differ)
w11:255	0	out[0] max|delta|=3.906e-03 (rtol=0.01 atol=0.001)
w11:260	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w11:439	0	out[0] max|delta|=5.765e+17 (rtol=0.01 atol=0.001)
w11:274	2	out[2] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w11:416	0	out[0] max|delta|=7.295e-01 (rtol=0.01 atol=0.001)
w11:349	2	out[2] non-finite mismatch (nan/inf positions differ)
w11:544	5	out[5] max|delta|=1.153e+18 (rtol=0.0 atol=0.0)
w11:531	1	out[1] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w11:775	0	out[0] non-finite mismatch (nan/inf positions differ)
w11:82	0	out[0] max|delta|=8.475e+01 (rtol=0.01 atol=0.001)
w11:655	0	out[0] non-finite mismatch (nan/inf positions differ)
w11:86	1	out[1] max|delta|=1.884e+00 (rtol=0.01 atol=0.001)
w11:760	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w11:92	4	out[4] max|delta|=4.825e-01 (rtol=0.01 atol=0.001)
w110:144	4	out[4] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w110:240	0	out[0] max|delta|=4.612e+18 (rtol=0.01 atol=0.001)
w110:126	2	out[2] max|delta|=1.153e+18 (rtol=0.0 atol=0.0)
w110:173	2	out[2] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w110:227	3	out[3] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w110:208	0	out[0] non-finite mismatch (nan/inf positions differ)
w110:326	2	out[2] non-finite mismatch (nan/inf positions differ)
w110:412	1	out[1] non-finite mismatch (nan/inf positions differ)
w110:414	3	out[3] max|delta|=2.000e+00 (rtol=0.0 atol=0.0)
w110:428	1	out[1] max|delta|=2.550e+02 (rtol=0.0 atol=0.0)
w110:484	3	out[3] max|delta|=3.716e-01 (rtol=0.01 atol=0.001)
w110:417	0	out[0] non-finite mismatch (nan/inf positions differ)
w110:633	1	out[1] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w110:541	4	out[4] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w110:754	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w110:767	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w110:74	0	out[0] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w111:159	1	out[1] max|delta|=7.000e+00 (rtol=0.01 atol=0.001)
w111:200	3	out[3] max|delta|=7.000e+00 (rtol=0.01 atol=0.001)
w111:224	1	out[1] max|delta|=7.773e-01 (rtol=0.01 atol=0.001)
w111:267	1	out[1] non-finite mismatch (nan/inf positions differ)
w111:362	0	out[0] max|delta|=9.223e+18 (rtol=0.01 atol=0.001)
w111:423	1	out[1] max|delta|=6.711e+07 (rtol=0.01 atol=0.001)
w111:578	0	out[0] max|delta|=2.350e-02 (rtol=0.01 atol=0.001)
w111:707	1	out[1] non-finite mismatch (nan/inf positions differ)
w111:755	0	out[0] max|delta|=2.306e+18 (rtol=0.0 atol=0.0)
w111:76	1	out[1] max|delta|=1.625e+00 (rtol=0.01 atol=0.001)
w111:657	1	out[1] max|delta|=2.000e+00 (rtol=0.0 atol=0.0)
w112:146	3	out[3] non-finite mismatch (nan/inf positions differ)
w112:127	2	out[2] max|delta|=1.105e-01 (rtol=0.01 atol=0.001)
w112:23	2	out[2] non-finite mismatch (nan/inf positions differ)
w112:426	1	out[1] max|delta|=1.011e+01 (rtol=0.01 atol=0.001)
w112:319	0	out[0] non-finite mismatch (nan/inf positions differ)
w112:461	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:116	0	out[0] non-finite mismatch (nan/inf positions differ)
w113:135	3	out[3] max|delta|=2.510e+02 (rtol=0.0 atol=0.0)
w112:93	0	out[0] non-finite mismatch (nan/inf positions differ)
w113:164	2	out[2] non-finite mismatch (nan/inf positions differ)
w113:165	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:209	0	out[0] max|delta|=1.762e+00 (rtol=0.01 atol=0.001)
w113:250	1	out[1] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:443	1	out[1] max|delta|=2.000e+00 (rtol=0.0 atol=0.0)
w113:301	0	out[0] max|delta|=3.896e-01 (rtol=0.01 atol=0.001)
w113:38	0	out[0] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w113:419	0	out[0] max|delta|=1.811e+00 (rtol=0.01 atol=0.001)
w113:546	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:429	1	out[1] max|delta|=7.666e-01 (rtol=0.01 atol=0.001)
w113:49	3	out[3] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:568	2	out[2] non-finite mismatch (nan/inf positions differ)
w113:507	0	out[0] non-finite mismatch (nan/inf positions differ)
w113:650	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:690	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:641	3	out[3] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w113:583	0	out[0] non-finite mismatch (nan/inf positions differ)
w113:773	0	out[0] non-finite mismatch (nan/inf positions differ)
w113:751	1	out[1] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w113:68	3	out[3] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w114:256	0	out[0] max|delta|=5.000e+00 (rtol=0.01 atol=0.001)
w114:425	1	out[1] max|delta|=6.953e-01 (rtol=0.01 atol=0.001)
w114:678	1	out[1] max|delta|=4.672e+00 (rtol=0.01 atol=0.001)
w114:476	0	out[0] non-finite mismatch (nan/inf positions differ)
w114:52	2	out[2] max|delta|=8.758e-01 (rtol=0.01 atol=0.001)
