job_id	out_idx	verdict	cone_size	required_siblings	detail
w16:447	2	OPERATOR	3		diverges alone (cone 3)
w16:451	0	OPERATOR	3		diverges alone (cone 3)
w16:452	1	OPERATOR	4		diverges alone (cone 4)
w16:458	3	OPERATOR	4		diverges alone (cone 4)
w16:467	0	OPERATOR	3		diverges alone (cone 3)
w16:48	2	OPERATOR	5		diverges alone (cone 5)
w16:489	3	OPERATOR	4		diverges alone (cone 4)
w16:490	3	OPERATOR	4		diverges alone (cone 4)
w16:492	0	GRAPHOPT	5	n5	needs siblings ['n5']
w16:507	0	OPERATOR	3		diverges alone (cone 3)
w16:508	0	GRAPHOPT	8	n6,n7	needs siblings ['n6', 'n7']
w16:518	0	OPERATOR	4		diverges alone (cone 4)
w16:527	2	GRAPHOPT	10	n9	needs siblings ['n9']
w16:537	0	GRAPHOPT	8	n7	needs siblings ['n7']
w16:539	3	OPERATOR	3		diverges alone (cone 3)
w16:547	3	OPERATOR	3		diverges alone (cone 3)
w16:549	1	OPERATOR	2		diverges alone (cone 2)
