status	job	reason	graph
CRASH	w101:125	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_46oc89mw/run.log) 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
CRASH	w101:171	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_acvyret0/run.log) 	n0*=copy(L0,L1,·)
CRASH	w101:172	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_9d37hp2l/run.log) 	n0*=stack(·,·)
MISMATCH	w101:157	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=index_put(L0,·,L1,·)
MISMATCH	w101:180	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=linear(L0,L1,·)
CRASH	w101:207	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_kpmivy8v/run.log) 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
CRASH	w101:238	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_fnvhcg33/run.log) 	n0*=_fft_r2c(L0,·,·,·)
MISMATCH	w101:251	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=t_copy(L0)
MISMATCH	w101:310	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=split_copy.Tensor(L0,·,·)
MISMATCH	w101:345	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=grid_sampler_2d(L0,L1,·,·,·)
MISMATCH	w101:348	out[0] max|delta|=6.170e+02 (rtol=0.01 atol=0.001)	n0*=convolution(L0,L1,·,·,·,·,·,·,·)
CRASH	w101:400	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_fjo8lpy5/run.log) 	n0*=stack(·,·)
MISMATCH	w101:385	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=index_put(L0,·,L1,·)
CRASH	w101:435	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_ihp682_c/run.log) 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
CRASH	w101:438	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_rnb9o0gi/run.log) 	n0*=_pdist_forward(L0,·)
MISMATCH	w101:427	out[0] max|delta|=3.000e+00 (rtol=0.01 atol=0.001)	n0*=fmod.Scalar(L0,·)
CRASH	w101:466	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_rzgr_2vw/run.log) 	n0*=_fft_r2c(L0,·,·,·)
MISMATCH	w101:46	out[0] max|delta|=4.970e+02 (rtol=0.01 atol=0.001)	n0*=floor_divide(L0,L1)
MISMATCH	w101:484	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=add.Scalar(L0,·,·)
CRASH	w101:537	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_7mjvsqle/run.log) 	n0*=expand_copy(L0,·,·)
MISMATCH	w101:536	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=constant_pad_nd(L0,·,·)
CRASH	w101:581	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_o_07fcsw/run.log) 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
CRASH	w101:628	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_iyprn6m5/run.log) 	n0*=stack(·,·)
CRASH	w101:627	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_3ogci770/run.log) 	n0*=copy(L0,L1,·)
MISMATCH	w101:598	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=view_copy(L0,·)
MISMATCH	w101:613	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=index_put(L0,·,L1,·)
CRASH	w101:663	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_y_svdjy8/run.log) 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
MISMATCH	w101:660	out[0] max|delta|=3.642e+01 (rtol=0.01 atol=0.001)	n0*=div.Scalar(L0,·)
MISMATCH	w101:661	out[0] max|delta|=2.832e-02 (rtol=0.01 atol=0.001)	n0*=_native_batch_norm_legit.no_stats(L0,·,·,·,·,·)
CRASH	w101:694	nxp_runner rc=255: runner rc=255 (see /tmp/nxp_job_y6qvm7uf/run.log) 	n0*=_fft_r2c(L0,·,·,·)
MISMATCH	w101:67	out[0] max|delta|=2.550e+02 (rtol=0.01 atol=0.001)	n0*=transpose_copy.int(L0,·,·)
