status	job	reason	graph
CRASH	w0:132	fvp_runner rc=5: >> building runner: backend=cortex-m target=cortex-m55 ops=28dc928b (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_2d8lqmco/build.fail.log) 	n0*=linear.out(L0,L1,·,·)
MISMATCH	w0:11	out[0] max|delta|=3.777e+00 (rtol=0.01 atol=0.001)	n0*=detach_copy(L0)
SKIP	w0:113	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=ec508c10 (shared SDK, no fetch) ... 	n0*=pixel_unshuffle(L0,·)
CRASH	w0:103	fvp_runner rc=5: >> building runner: backend=cortex-m target=cortex-m55 ops=10383d3a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_5q6t6u11/build.fail.log) 	n0*=_fft_r2c(L0,·,·,·)
SKIP	w0:167	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=ec508c10 (shared SDK, no fetch) ... 	n0*=pixel_shuffle(L0,·)
SKIP	w0:104	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=64bbaae4 (shared SDK, no fetch) ... no out-*.bin produced (see /tmp/fvp_job_85n8pgcz/uart.log) 	n0*=ones.out(·,·)
SKIP	w0:144	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=619ebf74 (shared SDK, no fetch) ... no out-*.bin produced (see /tmp/fvp_job_r35wr88w/uart.log) 	n0*=full.out(·,·,·)
SKIP	w0:187	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=ec508c10 (shared SDK, no fetch) ... 	n0*=pixel_unshuffle(L0,·)
SKIP	w0:228	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=f71b2a15 (shared SDK, no fetch) ... 	n0*=where.self(L0,L1,L2)
SKIP	w0:264	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=49180fa3 (shared SDK, no fetch) ... 	n0*=copy(L0,L1,·)
SKIP	w0:265	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=e04d9675 (shared SDK, no fetch) ... no out-*.bin produced (see /tmp/fvp_job_lem8c6sn/uart.log) 	n0*=stack(·,·)
SKIP	w0:293	fvp_runner rc=2: >> building runner: backend=cortex-m target=cortex-m55 ops=674799f8 (shared SDK, no fetch) ... 	n0*=max.dim_max(L0,·,·,L1,L2)
MISMATCH	w0:309	out[0] max|delta|=1.302e-01 (rtol=0.01 atol=0.001)	n0*=fmod.Tensor_out(L0,L1,·)
CRASH	w0:331	fvp_runner rc=5: >> building runner: backend=cortex-m target=cortex-m55 ops=10383d3a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_meq_ofrj/build.fail.log) 	n0*=_fft_r2c(L0,·,·,·)
