job_id	op	status	cm_bucket	cm_compute	cm_all	leaf_nonfinite	note
w78:389	full.out	SKIP	NO-CM			False	
w79:336	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w7:189	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w80:138	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w81:112	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w82:250	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w83:202	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w84:157	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w85:2	_pdist_forward	SKIP	NO-CM			False	
w86:194	prod.int_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w86:89	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w87:736	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w88:627	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w89:661	zeros.out	SKIP	NO-CM			False	
w8:585	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w90:573	ones.out	SKIP	NO-CM			False	
w91:615	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w92:557	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w93:490	remainder.Scalar	MISMATCH	NO-CM			False	
w94:435	logit	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w95:358	topk.values	SKIP	NO-CM			False	
w96:262	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w97:231	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w98:231	arange.out	SKIP	NO-CM			False	
w99:170	stack	SKIP	NO-CM			False	
w99:757	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w9:714	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w0:47	zeros.out	SKIP	NO-CM			False	
w100:428	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w101:435	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w102:290	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w103:174	_fft_r2c	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w104:295	clone	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w105:169	stack	SKIP	NO-CM			False	
w106:269	zeros.out	SKIP	NO-CM			False	
w107:17	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w107:747	remainder.Tensor_out	MISMATCH	NO-CM			False	
w108:733	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w109:765	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w10:755	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w110:775	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w112:177	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w112:95	linear	CRASH	NO-CM			False	
w113:675	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w114:513	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w115:350	remainder.Scalar	MISMATCH	NO-CM			False	
w116:237	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w117:176	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w117:87	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w118:87	remainder.Tensor_out	MISMATCH	NO-CM			False	
w119:654	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w11:606	zeros.out	SKIP	NO-CM			False	
w120:595	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w121:534	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w122:393	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w123:364	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w124:405	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w125:291	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w126:272	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w127:251	arange.start_out	SKIP	NO-CM			False	
w12:293	arange.out	SKIP	NO-CM			False	
w13:142	remainder.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w14:187	max.dim_max	SKIP	NO-CM			False	
w14:772	gather.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w15:756	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w16:651	minimum.out	SKIP	CM-COMPUTE	minimum	minimum	False	
w17:491	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w18:495	ones.out	SKIP	NO-CM			False	
w19:422	stack	SKIP	NO-CM			False	
w1:345	_pdist_forward	SKIP	NO-CM			False	
w20:45	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w21:444	topk.values	SKIP	NO-CM			False	
w22:351	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w23:295	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w24:319	remainder.Scalar_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w25:216	pixel_shuffle	SKIP	CM-COMPUTE	transpose	transpose	False	
w26:144	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w26:751	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w27:600	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w28:462	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w29:423	bitwise_right_shift.Tensor_out	MISMATCH	NO-CM			False	
w2:385	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w30:346	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w31:232	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w32:239	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w33:111	expand_copy	SKIP	NO-CM			False	
w33:69	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w34:649	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w35:579	arange.start_out	SKIP	NO-CM			False	
w36:460	arange.out	SKIP	NO-CM			False	
w37:514	linear.out	CRASH	NO-CM			False	
w38:445	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w39:408	stack	SKIP	NO-CM			False	
w3:317	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w40:341	zeros.out	SKIP	NO-CM			False	
w41:4	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w42:340	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w43:169	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w44:209	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w45:286	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w46:432	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w47:353	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w48:231	bitwise_right_shift.Tensor_out	MISMATCH	NO-CM			False	
w49:167	stack	SKIP	NO-CM			False	
w49:753	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w4:641	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w50:581	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w51:70	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w52:566	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w53:443	ones.out	SKIP	NO-CM			False	
w54:337	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w55:300	transpose_copy.int	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w56:353	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w57:43	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w58:338	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w59:272	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w5:177	copy	SKIP	NO-CM			False	
w60:169	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w61:18	arange.out	SKIP	NO-CM			False	
w61:82	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w62:780	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w63:80	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w65:112	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w65:753	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w66:600	stack	SKIP	NO-CM			False	
w67:564	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w68:457	remainder.Scalar	MISMATCH	NO-CM			False	
w69:359	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w6:310	zeros.out	SKIP	NO-CM			False	
w70:206	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w71:108	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w71:98	stack	SKIP	NO-CM			False	
w72:743	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w73:685	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w74:604	where.self	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w75:604	expand_copy	SKIP	NO-CM			False	
w76:500	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w77:483	stack	SKIP	NO-CM			False	
w78:432	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w79:367	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w7:211	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w80:193	remainder.Scalar	MISMATCH	NO-CM			False	
w81:121	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w82:251	stack	SKIP	NO-CM			False	
w83:217	stack	SKIP	NO-CM			False	
w84:18	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w85:200	linear	CRASH	NO-CM			False	
w86:203	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w87:102	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w87:774	_pdist_forward	SKIP	NO-CM			False	
w88:631	bitwise_right_shift.Tensor_out	MISMATCH	NO-CM			False	
w89:689	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w8:586	ones.out	SKIP	NO-CM			False	
w90:578	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w91:638	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w92:562	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w93:498	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w94:449	remainder.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w95:361	stack	SKIP	NO-CM			False	
w96:29	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w97:237	arange.start_out	SKIP	NO-CM			False	
w98:254	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w99:18	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w99:8	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w9:724	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w0:478	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w100:434	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w101:438	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w102:300	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w103:175	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w104:313	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w105:177	linear	CRASH	NO-CM			False	
w106:270	min.dim_min	SKIP	NO-CM			False	
w107:174	expand_copy	SKIP	NO-CM			False	
w107:75	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w108:743	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w109:776	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w10:758	minimum.out	SKIP	CM-COMPUTE	minimum	minimum	False	
w110:96	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w112:194	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w112:97	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w113:683	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w114:590	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w115:363	bitwise_right_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w116:260	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w117:19	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w118:104	arange.out	SKIP	NO-CM			False	
w118:99	_pdist_forward	SKIP	NO-CM			False	
w119:658	bitwise_right_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w11:607	min.dim_min	SKIP	NO-CM			False	
w120:644	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w121:548	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w122:42	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w123:389	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w124:413	linear	CRASH	NO-CM			False	
w125:326	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w126:273	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w127:322	copy	SKIP	NO-CM			False	
w12:30	linear	CRASH	NO-CM			False	
w13:151	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w14:197	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w14:781	permute_copy	MISMATCH	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w15:770	bitwise_left_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w16:680	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w17:515	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w18:500	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w19:432	zeros.out	SKIP	NO-CM			False	
w1:350	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w20:463	_pdist_forward	SKIP	NO-CM			False	
w21:446	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w22:352	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w23:309	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w24:324	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w25:217	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w26:145	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w26:757	expand_copy	SKIP	NO-CM			False	
w27:617	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w28:467	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w29:424	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w2:44	arange.out	SKIP	NO-CM			False	
w30:362	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w31:256	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w32:240	stack	SKIP	NO-CM			False	
w33:130	arange.start_out	SKIP	NO-CM			False	
w33:696	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w34:663	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w35:614	where.self	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w36:467	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w37:53	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w38:452	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w39:418	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w3:365	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w40:366	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w41:403	zeros.out	SKIP	NO-CM			False	
w42:367	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w43:183	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w44:21	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w45:293	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w46:440	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w47:372	arange.start_out	SKIP	NO-CM			False	
w48:232	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w49:175	linear	CRASH	NO-CM			False	
w49:754	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w4:651	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w50:603	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w51:715	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w52:571	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w53:448	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w54:338	ones.out	SKIP	NO-CM			False	
w55:314	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w56:359	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w57:433	stack	SKIP	NO-CM			False	
w58:346	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w59:277	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w5:178	stack	SKIP	NO-CM			False	
w60:200	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w61:188	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w62:103	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	True	
w62:88	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w64:106	_pdist_forward	SKIP	NO-CM			False	
w65:12	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w65:92	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w66:610	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w67:572	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w68:466	scatter_add.out	SKIP	NO-CM			False	
w69:360	ones.out	SKIP	NO-CM			False	
w6:358	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w70:207	ones.out	SKIP	NO-CM			False	
w71:141	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w72:103	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w72:744	stack	SKIP	NO-CM			False	
w73:690	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w74:622	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w75:617	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w76:51	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w77:493	zeros.out	SKIP	NO-CM			False	
w78:438	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w79:391	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w7:223	topk.values	SKIP	NO-CM			False	
w80:200	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w81:175	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w82:261	zeros.out	SKIP	NO-CM			False	
w83:243	remainder.Tensor_out	MISMATCH	NO-CM			False	
w84:185	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w85:202	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w86:206	minimum.out	SKIP	CM-COMPUTE	minimum	minimum	False	
w87:118	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w87:78	remainder.Tensor_out	MISMATCH	NO-CM			False	
w88:632	arange.out	SKIP	NO-CM			False	
w89:694	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w8:595	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w90:58	linear	CRASH	NO-CM			False	
w91:639	ones.out	SKIP	NO-CM			False	
w92:61	fmod.Scalar	MISMATCH	NO-CM			False	
w93:524	arange.start_out	SKIP	NO-CM			False	
w94:450	fmod.Scalar	MISMATCH	NO-CM			False	
w95:369	linear	CRASH	NO-CM			False	
w96:304	expand_copy	SKIP	NO-CM			False	
w97:289	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w98:255	ones.out	SKIP	NO-CM			False	
w99:180	zeros.out	SKIP	NO-CM			False	
w99:92	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w9:761	stack	SKIP	NO-CM			False	
w0:485	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w100:459	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w101:443	arange.out	SKIP	NO-CM			False	
w102:340	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w103:180	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w104:321	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w105:179	zeros.out	SKIP	NO-CM			False	
w106:287	max.dim_max	SKIP	NO-CM			False	
w107:193	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w107:756	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w108:748	mul.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w109:82	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w10:81	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w111:108	fmod.Scalar	MISMATCH	NO-CM			False	
w112:216	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
