job_id	op	status	cm_bucket	cm_compute	cm_all	leaf_nonfinite	note
w108:146	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w109:132	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w10:160	bitwise_right_shift.Tensor_out	MISMATCH	NO-CM			False	
w110:154	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w111:289	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w112:307	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w113:171	zeros.out	SKIP	NO-CM			False	
w113:754	expand_copy	SKIP	NO-CM			False	
w114:653	arange.out	SKIP	NO-CM			False	
w115:455	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w116:370	logit	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w117:286	_pdist_forward	SKIP	NO-CM			False	
w118:227	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w119:197	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w119:761	zeros.out	SKIP	NO-CM			False	
w11:746	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w120:754	_pdist_forward	SKIP	NO-CM			False	
w121:649	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w122:483	arange.out	SKIP	NO-CM			False	
w123:489	bitwise_right_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w124:472	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w125:489	bitwise_right_shift.Tensor_out	MISMATCH	NO-CM			False	
w126:380	full.out	SKIP	NO-CM			False	
w127:403	_upsample_bilinear2d_aa.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w12:381	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w13:246	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w14:296	expand_copy	SKIP	NO-CM			False	
w15:152	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w16:133	remainder.Scalar	MISMATCH	NO-CM			False	
w16:762	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w17:653	stack	SKIP	NO-CM			False	
w18:653	topk.values	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w19:572	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	True	
w1:561	remainder.Tensor_out	MISMATCH	NO-CM			False	
w20:581	arange.start_out	SKIP	NO-CM			False	
w21:519	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w22:512	copy	SKIP	NO-CM			False	
w23:427	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w24:424	max.dim_max	SKIP	NO-CM			False	
w25:324	zeros.out	SKIP	NO-CM			False	
w26:26	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w27:120	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w27:7	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w28:6	ones.out	SKIP	NO-CM			False	
w29:510	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w2:515	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w30:452	arange.start_out	SKIP	NO-CM			False	
w31:357	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w32:347	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w33:202	stack	SKIP	NO-CM			False	
w34:117	stack	SKIP	NO-CM			False	
w34:749	convolution	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w35:694	arange.out	SKIP	NO-CM			False	
w36:625	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w37:647	stack	SKIP	NO-CM			False	
w38:539	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w39:503	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w3:437	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w40:503	prod.int_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w41:488	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w42:430	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w43:313	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w44:370	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w45:384	stack	SKIP	NO-CM			False	
w46:538	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w47:444	stack	SKIP	NO-CM			False	
w48:311	remainder.Scalar	MISMATCH	NO-CM			False	
w49:243	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w4:14	zeros.out	SKIP	NO-CM			False	
w4:754	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w50:684	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w51:766	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w52:652	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w53:532	arange.start_out	SKIP	NO-CM			False	
w54:462	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w55:431	remainder.Tensor_out	MISMATCH	NO-CM			False	
w56:498	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w57:500	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w58:464	minimum.out	SKIP	CM-COMPUTE	minimum	minimum	False	
w59:384	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w5:334	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w60:321	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w61:269	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w62:209	arange.start_out	SKIP	NO-CM			False	
w63:137	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w64:21	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w65:248	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w66:182	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w66:690	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w67:680	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w68:555	scatter.src_out	SKIP	NO-CM			False	
w69:42	bitwise_left_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w6:456	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w70:306	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w71:254	arange.start_out	SKIP	NO-CM			False	
w72:216	arange.start_out	SKIP	NO-CM			False	
w73:161	copy	SKIP	NO-CM			False	
w73:90	arange.start_out	SKIP	NO-CM			False	
w74:684	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w75:738	arange.out	SKIP	NO-CM			False	
w76:613	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w77:559	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w78:548	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w79:498	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w7:33	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w80:307	linear	CRASH	NO-CM			False	
w81:339	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w82:401	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w83:340	transpose_copy.int	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w84:298	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w85:348	arange.start_out	SKIP	NO-CM			False	
w86:300	pixel_shuffle	SKIP	CM-COMPUTE	transpose	transpose	False	
w87:243	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w88:171	_pdist_forward	SKIP	NO-CM			False	
w88:86	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w89:758	full.out	SKIP	NO-CM			False	
w8:747	stack	SKIP	NO-CM			False	
w90:697	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w91:728	arange.start_out	SKIP	NO-CM			False	
w92:715	topk.values	SKIP	NO-CM			False	
w93:646	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w94:589	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w95:419	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w96:405	zeros.out	SKIP	NO-CM			False	
w97:359	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w98:401	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w99:246	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w9:149	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w0:569	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w100:596	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w101:556	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w102:446	arange.start_out	SKIP	NO-CM			False	
w103:30	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	True	
w104:483	stack	SKIP	NO-CM			False	
w105:276	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w106:326	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w107:331	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w108:154	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w109:148	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w10:184	_fft_r2c	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w110:161	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w111:294	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w112:314	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w113:203	bitwise_right_shift.Tensor_out	MISMATCH	NO-CM			False	
w113:757	pow.Scalar_out	MISMATCH	NO-CM			False	
w114:654	fmod.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w115:456	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w116:386	max.dim_max	SKIP	NO-CM			False	
w117:291	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w118:24	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w119:20	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w119:77	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w11:752	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w120:82	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w121:671	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w122:490	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w123:5	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w124:512	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w125:490	arange.out	SKIP	NO-CM			False	
w126:410	expand_copy	SKIP	NO-CM			False	
w127:430	full.out	SKIP	NO-CM			False	
w12:406	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w13:25	expand_copy	SKIP	NO-CM			False	
w14:315	arange.start_out	SKIP	NO-CM			False	
w15:159	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w16:141	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w16:767	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w17:663	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w18:655	copy	SKIP	NO-CM			False	
w19:573	remainder.Scalar_out	MISMATCH	NO-CM			False	
w1:601	_fft_r2c	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w20:616	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w21:523	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w22:513	stack	SKIP	NO-CM			False	
w23:439	scatter.src_out	SKIP	NO-CM			False	
w24:434	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w25:349	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w26:271	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w27:185	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w27:701	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w28:603	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w29:518	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w2:523	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w30:48	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w31:371	bitwise_left_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w32:371	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w33:210	linear	CRASH	NO-CM			False	
w34:127	zeros.out	SKIP	NO-CM			False	
w35:104	expand_copy	SKIP	NO-CM			False	
w35:701	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w36:626	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w37:65	floor_divide	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w38:552	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w39:515	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w3:438	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w40:540	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w41:500	full.out	SKIP	NO-CM			False	
w42:437	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w43:321	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w44:380	zeros.out	SKIP	NO-CM			False	
w45:394	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w46:544	scatter.value_out	SKIP	NO-CM			False	
w47:46	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w48:345	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w49:289	remainder.Scalar	MISMATCH	NO-CM			False	
w4:160	arange.start_out	SKIP	NO-CM			False	
w4:755	ones.out	SKIP	NO-CM			False	
w50:694	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w51:774	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w52:658	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w53:55	bitwise_right_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w54:467	mul.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w55:433	max.dim_max	SKIP	NO-CM			False	
w56:51	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w57:509	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w58:49	topk.values	SKIP	NO-CM			False	
w59:390	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w5:369	where.self	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w60:331	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w61:270	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w62:234	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w63:138	min.dim_min	SKIP	NO-CM			False	
w64:218	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w65:256	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w66:187	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w66:707	full.out	SKIP	NO-CM			False	
w67:690	convolution	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w68:563	stack	SKIP	NO-CM			False	
w69:423	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w6:491	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w70:331	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w71:26	arange.start_out	SKIP	NO-CM			False	
w72:236	convolution	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w73:162	stack	SKIP	NO-CM			False	
w74:0	arange.out	SKIP	NO-CM			False	
w74:691	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w75:745	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w76:648	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w77:590	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w78:568	max_pool2d_with_indices_backward.grad_input	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w79:514	remainder.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w7:333	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w80:309	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w81:340	ones.out	SKIP	NO-CM			False	
w82:407	arange.start_out	SKIP	NO-CM			False	
w83:354	expand_copy	SKIP	NO-CM			False	
w84:303	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w85:36	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w86:316	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w87:261	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w88:176	arange.out	SKIP	NO-CM			False	
w89:123	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w89:781	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w8:757	zeros.out	SKIP	NO-CM			False	
w90:714	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w91:734	scatter.value_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w92:718	stack	SKIP	NO-CM			False	
w93:662	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w94:62	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w95:42	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w96:421	remainder.Tensor_out	MISMATCH	NO-CM			False	
w97:375	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w98:413	topk.values	SKIP	NO-CM			False	
w99:265	linear.out	CRASH	NO-CM			False	
w9:172	linear.out	CRASH	NO-CM			False	
w0:600	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w100:60	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w101:581	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w102:481	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w103:304	mul.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w104:493	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w105:299	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w106:331	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w107:332	ones.out	SKIP	NO-CM			False	
w108:162	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w109:149	ones.out	SKIP	NO-CM			False	
w10:185	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w110:177	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w111:301	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w112:315	stack	SKIP	NO-CM			False	
w113:204	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w113:773	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w114:668	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w115:464	linear	CRASH	NO-CM			False	
w116:39	expand_copy	SKIP	NO-CM			False	
w117:30	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w118:252	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w119:223	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w119:778	fmod.Scalar	MISMATCH	NO-CM			False	
w11:93	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w120:98	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w121:68	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w122:50	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w123:510	arange.start_out	SKIP	NO-CM			False	
w124:536	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w125:505	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w126:423	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w127:452	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w12:475	topk.values	SKIP	NO-CM			False	
w13:272	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w14:335	convolution	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w15:175	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w16:161	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w16:77	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w17:664	min.dim_min	SKIP	NO-CM			False	
w18:656	stack	SKIP	NO-CM			False	
w19:578	arange.start_out	SKIP	NO-CM			False	
w1:602	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w20:630	bitwise_left_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w21:554	full.out	SKIP	NO-CM			False	
w22:523	zeros.out	SKIP	NO-CM			False	
w23:447	stack	SKIP	NO-CM			False	
w24:462	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w25:364	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w26:295	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
