job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:496	1	DEV:TIMEOUT										DEV:TIMEOUT
w104:353	1	ERROR										list index out of range
w11:274	2	ERROR										list index out of range
w115:603	0	DEV:TIMEOUT										DEV:TIMEOUT
w121:253	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n2	5	2	5	
w126:685	3	DEV:TIMEOUT										DEV:TIMEOUT
w17:459	2	DEV:SKIP										DEV:SKIP
w21:141	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n3	8	3	3	
w27:176	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n1	1		n0	7	0	4	
w31:348	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	2		n1	7	2	4	
w37:95	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n1	7	2	4	
w42:529	4	CANT_ISOLATE										BUILD:SKIP
w48:331	1	OPERATOR	CONE_LOCAL	OPERATOR	n6	3			3	1	6	
w52:291	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n1		n8		9	2	3	
w57:374	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	4		n3,n2,n1	1	0	2	
w61:495	2	OPERATOR	CONE_LOCAL	OPERATOR	n6	3			3	3	4	
w66:461	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	3		n0,n2,n1	6	2	4	
w70:779	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	2		n0,n1	9	3	4	
w78:130	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n7		7	3	4	
w83:141	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	5	0	3	
w89:159	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	3		n0,n2,n1	1	1	5	
w93:531	1	OPERATOR	CONE_LOCAL	OPERATOR	n4	1			2	0	5	
w98:41	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	4		n2,n4	12	8	3	
w10:496	1	DEV:SKIP										DEV:SKIP
w104:353	1	CANT_ISOLATE										BUILD:SKIP
w11:274	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n4		12	6	4	
w115:603	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	1			10	3	5	
w126:685	3	CANT_ISOLATE										BUILD:SKIP
w17:459	2	ERROR										list index out of range
w10:496	1	DEV:SKIP										DEV:SKIP
w17:459	2	DEV:SKIP										DEV:SKIP
w10:496	1	POISON										native-crashed 6x during localization
w17:459	2	DEV:SKIP										DEV:SKIP
w17:459	2	DEV:SKIP										DEV:SKIP
w17:459	2	DEV:SKIP										DEV:SKIP
w17:459	2	POISON										native-crashed 6x during localization
