job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:547	1	DEV:TIMEOUT										DEV:TIMEOUT
w104:569	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	4		n1	2	1	5	
w11:544	5	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n10	1		n0	0	0	6	
w115:652	0	DEV:TIMEOUT										DEV:TIMEOUT
w121:161	3	DEV:TIMEOUT										DEV:TIMEOUT
w127:226	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n7		9	2	3	
w17:612	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	3		n2	1	1	3	
w21:234	0	OPERATOR	CONE_LOCAL	OPERATOR	n4	1			6	2	4	
w27:178	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	2		n1	3	1	5	
w31:681	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n9		n6		4	4	4	
w38:210	0	DEV:SKIP										DEV:SKIP
w43:103	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n5		9	4	5	
w48:439	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n6		3	4	3	
w52:273	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	3		n4	9	5	4	
w57:332	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n5		11	4	4	
w61:49	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n7		5	2	6	
w66:412	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n3	6	3	5	
w71:149	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	2		n1	6	2	4	
w78:234	1	OPERATOR	CONE_LOCAL	OPERATOR	n7	3			7	4	3	
w83:215	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n16		4	1	5	
w89:195	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	2		n1,n0	8	4	4	
w93:662	2	OPERATOR	CONE_LOCAL	OPERATOR	n8	1			1	1	4	
w98:638	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n7		2	4	4	
w10:547	1	OPERATOR	CONE_LOCAL	OPERATOR	n4	2			6	4	5	
w115:652	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	4		n3	5	3	3	
w121:161	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n9	4		n5	13	6	4	
w38:210	0	DEV:SKIP										DEV:SKIP
w38:210	0	DEV:TIMEOUT										DEV:TIMEOUT
w38:210	0	DEV:SKIP										DEV:SKIP
w38:210	0	DEV:SKIP										DEV:SKIP
w38:210	0	DEV:SKIP										DEV:SKIP
w38:210	0	POISON										native-crashed 6x during localization
