job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:591	1	DEV:TIMEOUT										DEV:TIMEOUT
w104:361	2	DEV:TIMEOUT										DEV:TIMEOUT
w11:416	0	DEV:TIMEOUT										DEV:TIMEOUT
w115:594	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	4		n4	11	8	4	
w121:181	3	DEV:TIMEOUT										DEV:TIMEOUT
w127:125	3	DEV:TIMEOUT										DEV:TIMEOUT
w17:487	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	2		n1	5	4	3	
w21:186	1	INCONCLUSIVE	CONE_LOCAL	INCONCLUSIVE	n5	1			8	2	4	
w27:193	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n8		n9		4	1	5	
w31:694	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n1	1	0	4	
w38:120	0	CANT_ISOLATE										BUILD:SKIP
w42:755	3	OPERATOR	CONE_LOCAL	OPERATOR	n9	4			1	2	6	
w48:274	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n1	8	4	4	
w52:107	0	DEV:TIMEOUT										DEV:TIMEOUT
w57:135	0	DEV:TIMEOUT										DEV:TIMEOUT
w61:461	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	2			4	2	4	
w66:184	2	OPERATOR	CONE_LOCAL	OPERATOR	n7	1			8	3	3	
w71:258	2	CANT_ISOLATE										BUILD:SKIP
w78:168	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	3		n2,n1	9	5	4	
w82:723	0	OPERATOR	CONE_LOCAL	OPERATOR	n3	2			10	4	5	
w89:137	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n8		n9		3	3	3	
w93:517	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	1			9	0	4	
w98:581	3	CANT_ISOLATE										BUILD:SKIP
w10:591	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	5		n1,n4	8	6	5	
w104:361	2	CANT_ISOLATE										BUILD:SKIP
w11:416	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	1			11	3	5	
w121:181	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	3		n3,n6	12	5	6	
w127:125	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	3			6	6	4	
w52:107	0	CANT_ISOLATE										BUILD:SKIP
w57:135	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n5,n7		11	3	4	
