job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w100:263	1	DEV:TIMEOUT										DEV:TIMEOUT
w105:12	3	DEV:TIMEOUT										DEV:TIMEOUT
w11:760	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	4		n3,n0,n1,n2	13	6	3	
w116:282	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n0,n1	0	1	4	
w121:553	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n7		7	3	4	
w127:409	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	3		n0,n2,n1	2	0	4	
w17:652	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	1		n0	2	0	3	
w21:490	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n2		6	1	5	
w27:339	4	OPERATOR	CONE_LOCAL	OPERATOR	n7	3			12	8	5	
w32:167	0	CANT_ISOLATE										BUILD:SKIP
w38:438	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n6		7	2	3	
w43:389	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	0	0	4	
w48:580	1	DEV:SKIP										DEV:SKIP
w52:442	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n4		9	3	5	
w57:762	1	OPERATOR	CONE_LOCAL	OPERATOR	n8	3			10	4	3	
w61:507	1	CANT_ISOLATE										BUILD:SKIP
w67:191	0	CANT_ISOLATE										BUILD:SKIP
w71:48	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n2		8	3	4	
w78:505	1	OPERATOR	CONE_LOCAL	OPERATOR	n3	1			10	3	5	
w83:604	1	OPERATOR	CONE_LOCAL	OPERATOR	n5	1			1	0	5	
w89:301	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n12	8		n10,n11	3	3	5	
w93:746	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	4		n7,n6	11	5	3	
w99:126	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n7		8	3	5	
w100:263	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	3		n2,n3	8	4	5	
w105:12	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n5,n6		4	2	4	
w48:580	1	DEV:SKIP										DEV:SKIP
w48:580	1	DEV:SKIP										DEV:SKIP
w48:580	1	DEV:SKIP										DEV:SKIP
w48:580	1	DEV:SKIP										DEV:SKIP
w48:580	1	DEV:SKIP										DEV:SKIP
w48:580	1	POISON										native-crashed 6x during localization
