job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w100:192	0	DEV:TIMEOUT										DEV:TIMEOUT
w104:707	2	CANT_ISOLATE										BUILD:SKIP
w11:655	0	DEV:TIMEOUT										DEV:TIMEOUT
w116:137	1	DEV:TIMEOUT										DEV:TIMEOUT
w121:593	1	OPERATOR	CONE_LOCAL	OPERATOR	n2	1			0	0	6	
w127:194	2	DEV:TIMEOUT										DEV:TIMEOUT
w17:600	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n5		11	2	5	
w21:563	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	2		n0,n1	0	0	5	
w27:293	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n6		7	4	4	
w31:62	1	DEV:TIMEOUT										DEV:TIMEOUT
w38:302	2	CANT_ISOLATE										BUILD:SKIP
w43:252	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	4		n2,n5	8	7	4	
w48:678	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n0	0	2	5	
w52:501	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			0	0	4	
w57:79	0	CANT_ISOLATE										BUILD:SKIP
w61:627	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n9		3	2	3	
w66:735	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n2		7	2	4	
w71:287	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n7		9	2	4	
w78:439	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			2	2	4	
w83:376	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n5	4		n3	3	1	5	
w89:291	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	2		n3	1	1	3	
w94:112	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	0	2	5	
w99:148	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	1		n0	4	1	5	
w100:192	0	CANT_ISOLATE										BUILD:SKIP
w11:655	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	4		n2	14	6	4	
w116:137	1	OPERATOR	CONE_LOCAL	OPERATOR	n3	2			4	0	5	
w127:194	2	OPERATOR	CONE_LOCAL	OPERATOR	n5	2			7	1	4	
w31:62	1	OPERATOR	CONE_LOCAL	OPERATOR	n4	2			9	2	4	
