job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:512	1	CANT_ISOLATE										BUILD:SKIP
w104:105	1	ERROR										list index out of range
w11:177	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	4		n4,n2	2	0	3	
w115:500	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	2		n0,n1	3	0	4	
w120:766	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	3		n2,n1	0	0	4	
w126:646	3	OPERATOR	CONE_LOCAL	OPERATOR	n8	4			10	6	5	
w17:187	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	3		n4	1	1	3	
w20:781	0	DEV:SKIP										DEV:SKIP
w26:711	0	CANT_ISOLATE										BUILD:SKIP
w31:22	2	CANT_ISOLATE										BUILD:SKIP
w37:781	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	2		n1	0	0	4	
w42:370	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	2		n0,n3	7	2	5	
w48:107	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	4		n3,n2	14	9	5	
w51:642	1	CANT_ISOLATE										BUILD:SKIP
w56:746	0	OPERATOR	CONE_LOCAL	OPERATOR	n3	3			6	2	4	
w61:424	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	1		n0	3	1	5	
w66:273	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n7		7	5	4	
w70:750	3	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	3		n6	6	7	4	
w77:733	2	CANT_ISOLATE										BUILD:SKIP
w82:606	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n9	6		n3	12	9	5	
w88:317	3	CANT_ISOLATE										BUILD:SKIP
w93:430	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n1	1		n0	7	2	4	
w98:440	0	CANT_ISOLATE										BUILD:SKIP
w104:105	1	DEV:SKIP										DEV:SKIP
w20:781	0	DEV:SKIP										DEV:SKIP
w104:105	1	DEV:SKIP										DEV:SKIP
w20:781	0	DEV:SKIP										DEV:SKIP
w104:105	1	DEV:SKIP										DEV:SKIP
w20:781	0	DEV:SKIP										DEV:SKIP
w104:105	1	DEV:SKIP										DEV:SKIP
w20:781	0	DEV:SKIP										DEV:SKIP
w104:105	1	DEV:SKIP										DEV:SKIP
w20:781	0	DEV:SKIP										DEV:SKIP
w104:105	1	POISON										native-crashed 6x during localization
w20:781	0	POISON										native-crashed 6x during localization
