job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:13	1	DEV:TIMEOUT										DEV:TIMEOUT
w103:602	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	2		n1,n0	16	5	5	
w109:539	0	DEV:TIMEOUT										DEV:TIMEOUT
w115:366	0	DEV:SKIP										DEV:SKIP
w120:419	0	DEV:TIMEOUT										DEV:TIMEOUT
w126:392	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n1		n6		8	2	4	
w16:546	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	5		n5,n4,n2,n1	1	1	2	
w20:491	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n7		6	0	3	
w26:38	3	OPERATOR	CONE_LOCAL	OPERATOR	n6	2			8	3	5	
w30:616	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	1		n0	4	0	5	
w37:375	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n1	10	2	6	
w42:106	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n9	8		n7,n6,n8	10	6	3	
w47:580	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n4		8	2	5	
w51:447	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n1		n3		6	1	4	
w56:646	0	CANT_ISOLATE										BUILD:SKIP
w61:13	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n6		10	3	5	
w65:750	0	OPERATOR	CONE_LOCAL	OPERATOR	n3	2			1	0	5	
w70:447	4	CANT_ISOLATE										BUILD:SKIP
w77:574	3	ERROR										list index out of range
w82:334	0	CANT_ISOLATE										BUILD:SKIP
w87:95	0	CANT_ISOLATE										BUILD:SKIP
w93:202	2	DEV:TIMEOUT										DEV:TIMEOUT
w97:760	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n6		7	4	3	
w10:13	1	DEV:TIMEOUT										DEV:TIMEOUT
w109:539	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n1		n9		10	2	3	
w115:366	0	DEV:SKIP										DEV:SKIP
w120:419	0	DEV:SKIP										DEV:SKIP
w77:574	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			7	3	4	
w93:202	2	DEV:SKIP										DEV:SKIP
w10:13	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n5		13	3	5	
w115:366	0	DEV:SKIP										DEV:SKIP
w120:419	0	CANT_ISOLATE										BUILD:SKIP
w93:202	2	DEV:SKIP										DEV:SKIP
w115:366	0	DEV:SKIP										DEV:SKIP
w93:202	2	DEV:TIMEOUT										DEV:TIMEOUT
w115:366	0	DEV:SKIP										DEV:SKIP
w93:202	2	DEV:SKIP										DEV:SKIP
w115:366	0	DEV:SKIP										DEV:SKIP
w93:202	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n11	9		n9,n7,n6,n8	14	6	3	
w115:366	0	POISON										native-crashed 6x during localization
