job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:187	3	DEV:TIMEOUT										DEV:TIMEOUT
w103:698	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n5	5		n1,n0	2	0	4	
w109:678	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	2			0	0	4	
w115:435	1	OPERATOR	CONE_LOCAL	OPERATOR	n6	2			0	0	3	
w120:55	2	OPERATOR	CONE_LOCAL	OPERATOR	n9	3			0	0	4	
w126:24	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n4,n6		10	4	4	
w16:618	0	DEV:SKIP										DEV:SKIP
w20:668	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	4		n5,n3	0	0	3	
w26:536	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	5		n6,n3,n4	8	7	3	
w30:584	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n6		10	2	3	
w37:496	3	CANT_ISOLATE										BUILD:SKIP
w42:21	1	CANT_ISOLATE										BUILD:SKIP
w47:469	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n4		10	4	5	
w51:43	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n3		n6		10	6	4	
w56:670	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n4		9	3	5	
w61:101	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n6	6		n5,n4,n3	9	6	4	
w65:69	3	DEV:SKIP										DEV:SKIP
w70:461	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n2		8	5	4	
w77:654	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	7		n1,n4	1	1	3	
w82:494	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	2		n1	5	2	5	
w88:219	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			11	5	4	
w93:305	3	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n8		n4		9	5	4	
w98:215	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	4		n5,n6	11	4	4	
w10:187	3	OPERATOR	CONE_LOCAL	OPERATOR	n8	2			6	1	4	
w16:618	0	DEV:SKIP										DEV:SKIP
w65:69	3	DEV:SKIP										DEV:SKIP
w16:618	0	DEV:SKIP										DEV:SKIP
w65:69	3	DEV:SKIP										DEV:SKIP
w16:618	0	DEV:SKIP										DEV:SKIP
w65:69	3	DEV:SKIP										DEV:SKIP
w16:618	0	DEV:SKIP										DEV:SKIP
w65:69	3	DEV:SKIP										DEV:SKIP
w16:618	0	DEV:SKIP										DEV:SKIP
w65:69	3	DEV:SKIP										DEV:SKIP
w16:618	0	POISON										native-crashed 6x during localization
w65:69	3	POISON										native-crashed 6x during localization
