job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w10:540	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n4	2		n1	0	0	4	
w104:241	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	1			6	0	4	
w11:260	0	DEV:TIMEOUT										DEV:TIMEOUT
w115:540	1	DEV:TIMEOUT										DEV:TIMEOUT
w120:736	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n3	3		n2,n1,n0	1	2	6	
w126:77	2	DEV:TIMEOUT										DEV:TIMEOUT
w17:196	3	OPERATOR	CONE_LOCAL	OPERATOR	n7	2			6	0	4	
w20:699	1	DEV:TIMEOUT										DEV:TIMEOUT
w26:677	1	DEV:TIMEOUT										DEV:TIMEOUT
w31:28	0	CANT_ISOLATE										BUILD:SKIP
w38:114	2	OPERATOR	CONE_LOCAL	OPERATOR	n7	3			1	0	3	
w42:438	2	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	5		n1,n2	7	5	5	
w48:223	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n4		10	2	4	
w52:127	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n4		13	4	5	
w57:230	3	CANT_ISOLATE										BUILD:SKIP
w61:451	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n1	1		n0	2	0	4	
w66:232	1	OPERATOR	CONE_LOCAL	OPERATOR	n4	2			11	4	5	
w71:109	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n2	1		n0	5	1	3	
w77:95	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n10		10	5	3	
w82:66	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n8		n9		14	8	4	
w88:570	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n6		9	4	4	
w93:525	0	CANT_ISOLATE										BUILD:SKIP
w98:404	1	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n8	6		n7,n6	13	9	3	
w11:260	0	COMPOSITIONAL	CONE_LOCAL	COMPOSITIONAL	n7	7		n5,n1,n2,n6,n4	10	9	3	
w115:540	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n6		16	2	5	
w126:77	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n6		n5		6	3	4	
w20:699	1	CANT_ISOLATE										BUILD:SKIP
w26:677	1	CANT_ISOLATE										BUILD:SKIP
