job	out	verdict	axisA	axisB	target	cone_size	needed_siblings	needed_live	deleg_full	deleg_tgt	n_out	detail
w100:246	3	DEV:TIMEOUT										DEV:TIMEOUT
w104:9	4	ERROR										list index out of range
w110:144	4	ERROR										list index out of range
w116:353	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	2			2	0	5	
w121:479	1	OPERATOR	CONE_LOCAL	OPERATOR	n4	1			10	3	5	
w127:490	2	CANT_ISOLATE										BUILD:SKIP
w17:575	0	DEV:SKIP										DEV:SKIP
w21:734	1	CANT_ISOLATE										BUILD:SKIP
w27:460	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n5		4	5	4	
w32:310	0	CANT_ISOLATE										BUILD:SKIP
w38:49	0	CANT_ISOLATE										BUILD:SKIP
w43:395	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n3		7	2	4	
w48:735	0	OPERATOR	CONE_LOCAL	OPERATOR	n2	2			4	4	5	
w52:525	1	CANT_ISOLATE										BUILD:SKIP
w58:331	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n9		3	1	6	
w61:584	1	CANT_ISOLATE										BUILD:SKIP
w67:196	1	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n5		n7		7	4	4	
w71:511	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n4		n5		11	6	4	
w78:637	2	CANT_ISOLATE										BUILD:SKIP
w83:586	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n7		8	4	6	
w89:380	2	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n7		n6		3	3	5	
w93:690	1	CANT_ISOLATE										BUILD:SKIP
w99:145	0	SIBLING_DEPENDENT	SIBLING_DEPENDENT		n2		n6		10	3	4	
w100:246	3	DEV:SKIP										DEV:SKIP
w104:9	4	OPERATOR	CONE_LOCAL	OPERATOR	n7	1			7	3	5	
w110:144	4	OPERATOR	CONE_LOCAL	OPERATOR	n7	3			8	4	5	
w17:575	0	DEV:SKIP										DEV:SKIP
w100:246	3	ERROR										list index out of range
w17:575	0	DEV:SKIP										DEV:SKIP
w100:246	3	DEV:SKIP										DEV:SKIP
w17:575	0	DEV:SKIP										DEV:SKIP
w100:246	3	DEV:SKIP										DEV:SKIP
w17:575	0	DEV:SKIP										DEV:SKIP
w100:246	3	DEV:SKIP										DEV:SKIP
w17:575	0	DEV:SKIP										DEV:SKIP
w100:246	3	POISON										native-crashed 6x during localization
w17:575	0	POISON										native-crashed 6x during localization
